"","x"
"T+339",0.00105052210369623
"T+340",0.00105339521650083
"T+341",0.00109004614112348
"T+342",0.00108746513054896
"T+343",0.00107940840033725
"T+344",0.0010682969343517
"T+345",0.00107881146860176
"T+346",0.00106905598166989
"T+347",0.00105929550978485
"T+348",0.00108557231210984
"T+349",0.00107829482503144
"T+350",0.00106698140323034
"T+351",0.00106123827155234
"T+352",0.00107733582819771
"T+353",0.00106613713018368
"T+354",0.00105710072617389
"T+355",0.00105331801222568
"T+356",0.0010458114437384
"T+357",0.0010560312470685
"T+358",0.00104890786610106
"T+359",0.00106585387925548
"T+360",0.00105503908936399
"T+361",0.00105124538844186
"T+362",0.00104188062883279
"T+363",0.00103232567484829
"T+364",0.00103560823573012
"T+365",0.00102626258534734
"T+366",0.00101793420454765
"T+367",0.00101032377243737
"T+368",0.00100302456222647
"T+369",0.000996207411197754
"T+370",0.000988147405138739
"T+371",0.000983790133847847
"T+372",0.000977578247221653
"T+373",0.000970265387836429
"T+374",0.000967044992383558
"T+375",0.000961318907653889
"T+376",0.000954901771688979
"T+377",0.000964102908741166
"T+378",0.000959808700125834
"T+379",0.00096063678236619
"T+380",0.000954209344371787
"T+381",0.00094780860046247
"T+382",0.000943579552543844
"T+383",0.000943979379367735
"T+384",0.000942002274962277
"T+385",0.000936475656146744
"T+386",0.000930853901508926
"T+387",0.000960547535825236
"T+388",0.000958923613213517
"T+389",0.000954915669478482
"T+390",0.00096040163217191
"T+391",0.000972931725607652
"T+392",0.000966704983850337
"T+393",0.00096246771760074
"T+394",0.000955792315798509
"T+395",0.00096190272108716
"T+396",0.000956593843209843
"T+397",0.000952939600606093
"T+398",0.000949606836886059
"T+399",0.000945005159528028
"T+400",0.000944107243746889
"T+401",0.000963796557522355
"T+402",0.00095919051162319
"T+403",0.000953291962310907
"T+404",0.000948948323822905
"T+405",0.000943332258864707
"T+406",0.000937297261389668
"T+407",0.000940377224747083
"T+408",0.000947188367381876
"T+409",0.000941462169946107
"T+410",0.000936434828103307
"T+411",0.000930612058986289
"T+412",0.000930086837031344
"T+413",0.000946903898089933
"T+414",0.000942386440591799
"T+415",0.000938948181684442
"T+416",0.000936151440387521
"T+417",0.000932304529412416
"T+418",0.000926697622473392
"T+419",0.000926138136012226
"T+420",0.000924438102661394
"T+421",0.000919201635453266
"T+422",0.000915098244170382
"T+423",0.000910064091570093
"T+424",0.000908559232012742
"T+425",0.000903899284278052
"T+426",0.000899694349390093
"T+427",0.000897421572198116
"T+428",0.000892954068990214
"T+429",0.000888958809133825
"T+430",0.000884963761454309
"T+431",0.000880922488493408
"T+432",0.00087923591516087
"T+433",0.000875903300401272
"T+434",0.000873079411512768
"T+435",0.000869522383812066
"T+436",0.000867673350246076
"T+437",0.000864966856022273
"T+438",0.000863990559310485
"T+439",0.000880507903676147
"T+440",0.000876794218071324
"T+441",0.000873731273893179
"T+442",0.000871373351204627
"T+443",0.000868059012866423
"T+444",0.000880481352165838
"T+445",0.000876630713638966
"T+446",0.000876581100224976
"T+447",0.000877554957806153
"T+448",0.000875433924126807
"T+449",0.000871722618984616
"T+450",0.000868358576995878
"T+451",0.000877396279202297
"T+452",0.000882384708459479
"T+453",0.000884790485616618
"T+454",0.000881745792933055
"T+455",0.000882778395608479
"T+456",0.000886715794356071
"T+457",0.000885559336692817
"T+458",0.000888922731642875
"T+459",0.000899261583278844
"T+460",0.00090303042537452
"T+461",0.000898565484139573
"T+462",0.000894079072918864
"T+463",0.000892135948298622
"T+464",0.00088807232025995
"T+465",0.000889239810529721
"T+466",0.000893240108725247
"T+467",0.000896408737036418
"T+468",0.000892305346209115
"T+469",0.000892668229826521
"T+470",0.000892870775783087
"T+471",0.000896194044577896
"T+472",0.00089177274727687
"T+473",0.000903814111632831
"T+474",0.000901962065692028
"T+475",0.000901528548719831
"T+476",0.000898055196675358
"T+477",0.000894307372515025
"T+478",0.000889984982180848
"T+479",0.000886644940791668
"T+480",0.0008858974079652
"T+481",0.000881900277069117
