"","location","scale","skewness","shape"
"T+198",0.000758996970453084,0.000691984811695346,1.0058128771355,5.70549281007882
"T+199",-0.000614253477376498,0.000684164918162697,1.0136720194474,5.61564343545794
"T+200",0.0018050730394321,0.000918934645873025,1.00441887001865,6.53737267821705
"T+201",-0.00012815879863754,0.00121883863059488,0.999614674489027,8.36365174082394
"T+202",0.00071331516501647,0.000935738863056903,0.990309748830589,8.42280315619478
"T+203",0.00241576328193957,0.00282424462496229,1.05257780024509,4.1533592122242
"T+204",0.00214393256155916,0.00127972348709506,1.03713028353464,4.15402550096524
"T+205",0.000809719933189736,0.0011038566587742,1.03084014268887,4.17340511071097
"T+206",0.000112073211215426,0.000821431621714298,1.02730683351621,4.17524210423437
"T+207",0.0018226689003514,0.000815204645898838,1.00472167993372,4.1918320101135
"T+208",-0.000392976300187207,0.00105522469252158,1.00397873429826,4.23318535611638
"T+209",0.001115009245179,0.000987021399750237,0.992420376088103,4.26529165125155
"T+210",-0.000210972783930859,0.00086633083387315,1.00747191609019,4.28416377441112
"T+211",0.00159148446395969,0.000893801186529464,0.994540926726839,4.32614757135682
"T+212",-0.000396929026627508,0.00112198917874008,0.997218704195208,4.42388628494681
"T+213",0.00077898311156891,0.000921154671089108,0.986736233483973,4.45069991094666
"T+214",0.000100777887351107,0.000736034391348399,1.00092268127587,4.41395490186013
"T+215",0.00201882589267359,0.000781210192574445,0.989523583758506,4.46133798283823
"T+216",-0.000225033166945662,0.00119957416887694,0.985709095591386,4.64302791187313
"T+217",0.000682461687452292,0.000903889795113837,0.980326870078782,4.63175203037295
"T+218",-0.00015714619833604,0.000743278672328992,0.998501327870787,4.57714753282445
"T+219",0.00130336843097642,0.000713430085868364,0.987760606660994,4.57387560403204
"T+220",-0.00110158448020617,0.00096710790676157,0.995276323234347,4.80169723525336
"T+221",0.000749667130932809,0.0011266012392089,0.995004054849359,5.18315455053977
"T+222",0.000137320170436871,0.000826103099003428,1.00616106799637,5.01197758456072
"T+223",0.000977164182286947,0.000705131373076754,0.994695819321126,4.87082953782732
"T+224",-0.000663929632801025,0.000716431604592254,1.00818206755798,4.89930917147983
"T+225",0.00162246374169488,0.000884818500924685,0.998439917695003,5.24198006666708
"T+226",-0.000370845896330571,0.00117531599828906,0.996749519988599,6.05786981594059
"T+227",0.000459534482222233,0.000887795358480322,0.987969434874959,5.9288874220812
"T+228",-7.29188458612155e-05,0.00071684758684172,1.00009954633694,5.52387397835145
"T+229",0.00109975192782586,0.00067545351896497,0.990210469324194,5.35547489616106
"T+230",-0.00139550026082231,0.000962784521403934,0.995459375668645,6.1928270414982
"T+231",0.000519359951889994,0.00128669256828059,1.0021054953293,7.8077139255837
"T+232",0.000288511838758538,0.000852276761484359,1.00601786313516,6.94425920791979
"T+233",0.000368262703966659,0.000685553295646254,1.00257118475371,6.17896639837366
"T+234",0.000740284444536347,0.000618721133603879,0.997546021519073,5.63522745283903
"T+235",-0.001365227097259,0.000721475328901327,1.00838211229994,5.93989083116806
"T+236",0.00112964359135699,0.00130691108298609,1.01915814238257,6.97355754020945
"T+237",0.000321395026979033,0.000972480635234629,1.02079502582869,7.01405781583632
"T+238",0.000371080215802608,0.000732090067480504,1.01145442160436,6.2311098304095
"T+239",-6.92925936124609e-05,0.00064370907284857,1.01171748004644,5.69907292352017
"T+240",0.00144185121784062,0.000659566315552009,0.996529610497792,5.61923937934183
"T+241",-0.00122656966584685,0.00110123707732603,0.991095081938459,6.76557196294941
"T+242",0.000307760065086747,0.00115201762196565,0.991060582829805,8.28216653749099
"T+243",0.000354710623213312,0.000797036872777802,0.99424700211319,7.25113855222053
"T+244",0.000123757186606518,0.000665746140271403,0.999956410470137,6.44424307458948
"T+245",0.000204403970829525,0.000605852300271847,0.999357958935343,5.80177112514661
"T+246",-0.000138994878670439,0.0005809124997082,1.00324789712525,5.35657026309889
"T+247",0.00109004596400202,0.000594507685845572,0.992887355398907,5.15472362597643
"T+248",-0.00180846203983434,0.000957836841774521,0.993859370425489,5.88889495267982
"T+249",0.000154902262357526,0.00144732034100495,1.00874281115649,7.09295053793839
"T+250",0.000335516170670294,0.000898104764642552,1.0014295043557,6.32721718486125
"T+251",3.70199481855029e-05,0.000710043844072567,1.00531494964046,5.75603729093771
"T+252",0.00059792218109214,0.000634803471698903,0.997392504502737,5.35650793985895
"T+253",-0.0014129362743765,0.000719412616671141,1.00876942599917,5.5553915785979
"T+254",0.0010125196703232,0.00136954042249278,1.02346355677819,6.13020104593054
"T+255",0.000462718542178289,0.000925033854218154,1.02245873120714,5.82425479649742
"T+256",0.00014563870234955,0.000722159159543554,1.01759417745463,5.3886675131044
"T+257",0.000435947720286619,0.000632709152600855,1.00709780965952,5.06075142630071
"T+258",-0.000573006117227887,0.00061594791434232,1.0127194925936,4.90267390483477
"T+259",0.00226790705037407,0.00103412762075803,1.01288450226591,5.42920431168803
"T+260",0.000494617929073267,0.00129708345135782,1.00394853420083,6.42912854746449
"T+261",0.00066681769768037,0.000849716328119597,0.998812004751902,5.81394755777649
"T+262",0.000550122136548905,0.000685053206956225,1.00100006500948,5.35070104353505
"T+263",-0.000447200002650339,0.000645577929552537,1.00956740873336,5.14850468636878
"T+264",0.00225503921322487,0.00100079977198248,1.00765750701292,5.87828038381124
"T+265",0.000417551283264277,0.00135708736896826,0.997623321893127,7.24997555802882
"T+266",0.00117514450500959,0.000989976273714405,0.988795323652819,7.31116848007939
"T+267",0.000232271721531558,0.000821640549148645,1.00330607182998,7.18949994599638
"T+268",0.00169040867853016,0.000814668138379943,0.992595780891172,7.64493714535355
"T+269",-0.000384674687337895,0.00108172926013624,0.995800190107143,9.87451454915368
"T+270",0.000745459301800516,0.000948745206260561,0.98910718088284,10.6426403862483
"T+271",3.96759710122029e-05,0.000770527929018194,1.00201014235615,10.002470852788
"T+272",0.000697967959239497,0.000673182117295089,0.994366610950954,9.065969773001
"T+273",-0.000371755144366699,0.000654027245165771,1.00545474262926,8.56903758007465
"T+274",0.00179893780311133,0.000810904251429373,0.996690218481744,10.0515266502494
"T+275",-0.000442762404182629,0.00123624520106783,0.992233198048946,12.8400887645114
"T+276",0.000174998573969738,0.000888497481409344,0.987234256899336,12.2108258130881
"T+277",0.000419247501754756,0.000704128270239216,0.989354362363126,10.8482243655433
"T+278",-8.12811750726949e-05,0.000634242938859389,0.999392722790414,9.70915381387931
"T+279",0.00075714906791479,0.000612805142119259,0.992589905741966,8.82519683710867
"T+280",-0.000859690801677757,0.000667836778435205,1.00511161664161,8.96110312541014
"T+281",0.00171575901032537,0.00100687621750079,1.00402539147786,11.5991966499944
"T+282",3.11377659976671e-05,0.00120994722278299,1.00213269561969,14.3302441316144
"T+283",0.000314231668700618,0.000828082720758837,0.996506857965919,12.9973419016326
"T+284",0.000259695274246884,0.000675923407053945,0.999067554642233,11.5433817050942
"T+285",0.000213572271251216,0.000610554626754703,1.00028015834615,10.159649764077
"T+286",-6.12479502872687e-05,0.000582802640913378,1.0032145285286,8.92985931080296
"T+287",0.00175505967178848,0.000661880337021548,0.992659647213678,9.20692540896745
"T+288",-0.0010847417027113,0.00128037524419101,0.982781674523688,11.2137793811276
"T+289",1.01951174044741e-05,0.00109233894027154,0.982846715425359,12.5105460355303
"T+290",0.000154290325670685,0.000778019725620693,0.987985196341093,11.0953894287462
"T+291",0.000171275553186573,0.000654846437509665,0.993206494678235,9.7392041321983
"T+292",0.000696512781623279,0.000609987807452713,0.990974162667068,8.64870963024901
"T+293",-0.00131764263002983,0.000726844346606208,1.00315321239389,9.5467962511525
"T+294",0.00128157037782433,0.00124816322691885,1.01088108398652,12.0788252495737
"T+295",0.000396944413420738,0.000990130185211633,1.01470937267769,12.5662513242079
"T+296",0.000160937900810798,0.000746074903132262,1.01241787414209,11.2267500171154
"T+297",0.000612711802619885,0.000650142483277985,1.00228517640245,10.0187623760473
"T+298",-0.000516237708717324,0.000646983499254838,1.00994263548012,9.52961828915467
"T+299",0.00179189621655986,0.00084845324407875,1.00098262916924,11.5092121037081
"T+300",-0.00033417829675806,0.00123147277799471,0.996080403355982,14.3676008050951
"T+301",0.000261147119228751,0.000883743746043998,0.989678956815668,13.6738944095401
"T+302",0.000258901144663523,0.000697936570374734,0.994425099503189,12.1920503160586
"T+303",0.00039346070485832,0.000620887339964529,0.995371022435738,10.7783027529442
"T+304",0.000109805768725308,0.000587717203239159,1.00043948416595,9.49741740319119
"T+305",0.0010293234281255,0.000591099018665978,0.993040837281839,8.65094204573409
"T+306",-0.00150741025110177,0.000821405577258913,1.00049682923557,10.5935501193056
"T+307",0.00099014939455338,0.0023547500777284,1.0424169150672,6.01853124275345
"T+308",0.000992985042976498,0.00113892720851981,1.0236809109314,5.4917745555333
"T+309",0.000458689986591439,0.000823415152745761,1.02154652022379,5.22265373948234
"T+310",0.00169727772546705,0.000752180206371052,1.00193885856011,5.19732069377775
"T+311",-0.000593574277574196,0.00100206047763524,1.00288850232208,5.88831674162133
"T+312",0.000945228968273592,0.00100840708334747,0.994527517872771,6.63445392609232
"T+313",0.000226921233711849,0.000791604122430408,1.00582537177093,6.2644618421907
"T+314",0.00165602889542473,0.000771972901780709,0.993290904701091,6.4196473360447
"T+315",-0.000575994826601611,0.0010781842287132,0.995009617013337,8.11499272276428
"T+316",0.000941849340533455,0.0011561394986568,0.994078358958434,10.1736438571825
"T+317",0.00129268146926581,0.000818988226846867,0.990351657378788,9.14781053920681
"T+318",0.000329527519704973,0.000728044529626903,1.00336390835798,8.73875853281263
"T+319",0.000736157335148852,0.000640105137235585,0.997448560024906,7.72541945572846
"T+320",0.000788360185440811,0.000594100626120588,0.997880430352744,6.79389391373943
"T+321",0.0026490439640238,0.000672350264633869,0.988891577044922,7.00761670916933
"T+322",6.7059781006192e-05,0.00167457312646287,0.961070072369226,5.74098217232942
"T+323",0.000736825909958473,0.00109928308676939,0.96652843702273,5.74285877473482
"T+324",0.000530503037125253,0.000781080049178667,0.984344162539311,5.31306368471308
"T+325",0.000975931421109354,0.000664705925810745,0.985597950140115,5.02816438954445
"T+326",-0.000226359946496895,0.000643576033692523,1.00163431242288,4.91716254052927
"T+327",0.00231153993383353,0.00128782558479311,1.02109550091424,5.20483093334246
"T+328",0.000927284432767526,0.00126005449074308,1.01577504846755,5.83042465912083
"T+329",0.000816669329817296,0.000835098251573321,1.01111788577651,5.36445177332802
"T+330",0.000475836890282507,0.000684218628379583,1.01075799152766,5.05474544424911
"T+331",0.00279818717454798,0.000870753901019142,1.00031101326432,5.49728154677021
"T+332",0.000693459574593159,0.00133921993160457,0.989545504245371,6.47106042868718
"T+333",0.000612218030963364,0.000860014304051767,0.995800271261628,5.82667869562919
"T+334",0.00101943482345263,0.000697748300003586,0.992189410623449,5.40151574355371
"T+335",-0.000705346339334231,0.000731920691054481,1.00614989662132,5.52324088024886
"T+336",0.00169053602019434,0.00105595251144626,1.00510895680285,6.56763579739884
"T+337",0.000229470694707806,0.00105518776628872,1.00919328420613,7.67492254712962
"T+338",0.00126122675424303,0.000891223516009287,0.995849818542516,7.92100977361521
"T+339",0.000455996342780142,0.000745524978226416,1.00626055106367,7.42220885446988
"T+340",0.00159786140687855,0.000702766492304029,0.994198252810781,7.18698906945553
"T+341",-0.000893545069970181,0.00108587074190606,0.9930003254627,9.36193779271675
"T+342",0.000602425921084329,0.0011474828148473,0.992621515069303,11.5787396616007
"T+343",0.000453147969371798,0.000798547923590416,0.998705805876998,10.2376070454686
"T+344",0.000766172150483909,0.000668911480531352,0.995324185309795,9.03608261213755
"T+345",-0.000513241840827347,0.000672301716517746,1.00652304641024,8.82442022960379
"T+346",0.00177961377856646,0.000884375084325401,0.999656758213376,10.8554632263988
"T+347",3.32194614511545e-05,0.00102040274768949,1.00353671937541,13.0858003084711
"T+348",0.000467044284457354,0.000768927839557071,0.996069219066207,11.9146271874132
"T+349",0.000498484015609381,0.000651059205761203,0.997429199283978,10.5057616517947
"T+350",-0.000275544734622557,0.000621519146968828,1.00558086915792,9.58077638890998
"T+351",0.00164477441924437,0.000718748327655093,0.99479216445481,10.3526841700474
"T+352",-0.000909784544079227,0.0012094284662688,0.989399529330695,13.0454036150654
"T+353",0.000172038771241314,0.00103524076532943,0.986358593709106,14.1042945821776
"T+354",0.000468649241502731,0.000765149754655738,0.987624958262724,12.7509072789432
"T+355",0.000342950823656742,0.000650234649963747,0.994699976516152,11.3183228507726
