CloseToOpen,RV
0.0036971,0.00052671
-0.027243,0.0014226
0.012101,0.001137
-0.0018426,0.00053905
0.0059061,0.00028655
0.0059247,0.00032746
-0.0089701,0.0001478
0.031342,0.00029784
-0.036692,0.00042643
-0.0089232,0.00088614
0.026512,0.00049967
-0.011543,0.00047284
0.014401,0.00028
0.034919,0.0010706
-0.01107,0.00041856
0.0032891,0.00025356
0.0024684,0.00059193
-0.032615,0.00038915
0.011451,0.00033649
-0.016948,0.00019505
0.0002034,0.00040582
0.020042,0.00036477
0.040423,0.0019807
0.041235,0.00057805
0.021023,0.00044614
-0.0058647,0.00041662
-0.012881,0.00041697
0.0041206,0.00030934
0.079931,0.0010654
0.04501,0.00053435
-0.025914,0.00047969
-0.026733,0.00034315
0.019122,0.00042061
0.00069053,0.00047882
-0.0062068,0.00026068
0.0031124,0.00027908
0.039413,0.00035422
0.011872,0.00024099
0.02413,0.0004126
0.026163,0.00038314
-0.021821,0.00081784
0.0054911,0.00040221
0.04294,0.0021315
-0.0013114,0.00042798
0.0098749,0.00052983
-0.0095649,0.0004282
-0.032068,0.00083786
-0.010208,0.0029217
0.12208,0.013579
-0.029511,0.0023731
0.0029135,0.00040605
-0.0062655,0.00047629
0.04735,0.00095326
0.0022211,0.00095211
-0.00098703,0.00042396
-0.0026689,0.00088894
-0.0031991,0.00030071
0.013238,0.00045085
0.022495,0.00019289
-0.0097747,0.00057311
0.0081834,0.0010546
-0.080226,0.0016894
-0.020479,0.00059958
0.032721,0.00048443
-0.022797,0.00024259
-0.031607,0.00066375
-0.012338,0.0012425
-0.022525,0.00073618
-0.026957,0.000827
-0.044417,0.00041946
0.0021214,0.00025623
-0.0068349,0.00055742
0.033731,0.00060276
0.033768,0.00055213
0.0018427,0.0003542
0.00094866,0.00090178
0.0289,0.0021853
-0.00050442,0.00054288
0.006256,0.00087582
-0.0031047,0.00039944
-0.0094097,0.00010399
-0.0040875,0.00010461
-0.0089041,0.00037982
-0.0043572,0.00062852
-0.011281,0.00050684
0.024042,0.00074251
-0.01823,0.00047791
0.048066,0.00069586
0.027298,0.00032502
0.092009,0.0023861
0.030225,0.0013073
-0.0075774,0.00033244
0.028629,0.00040735
-0.045548,0.0020482
-0.019128,0.00043213
-0.0076429,0.000583
-0.01492,0.000879
-0.0079215,0.0057333
-0.059408,0.0010286
0.0088837,0.00072692
-0.061615,0.0011954
-0.014074,0.0011699
0.068259,0.0027574
-0.04624,0.0010078
-0.030954,0.0013012
-0.031182,0.0032529
0.0026232,0.0024152
-0.015494,0.0018459
0.0022798,0.0013494
0.016134,0.0042679
0.066381,0.0038538
-0.076799,0.0030644
-0.013143,0.0013779
0.053509,0.0012298
0.011506,0.00053277
-0.0091244,0.0012359
0.081049,0.0024946
0.01583,0.00075811
0.021679,0.00058106
-0.022495,0.00075581
0.029204,0.00084799
0.028299,0.00035686
0.0035218,0.00067162
0.0014638,7.96E-05
0.001985,0.000363
0.013006,0.00029495
-0.01797,0.00063256
-0.0081814,0.0011144
0.0061563,0.00054363
0.024041,0.0011363
0.012767,0.00033483
0.00089912,0.0002633
0.0097626,0.00015584
0.033465,0.00056361
0.10871,0.0039874
-0.022538,0.002275
-0.0038642,0.0013475
-0.01795,0.00066945
0.015013,0.00088634
0.022844,0.0012054
-0.04479,0.0010426
0.017528,0.0013435
0.064436,0.00080322
-0.0093282,0.0010034
0.031056,0.00073193
0.0057951,0.0011995
-0.026181,0.0011017
-0.0059047,0.00080683
0.052843,0.0010639
-0.0016693,0.00088802
0.036761,0.004938
0.049431,0.001115
-0.025771,0.00046386
0.016667,0.00064732
-0.036731,0.0013014
-0.026266,0.00058949
-0.023981,0.0014707
0.05632,0.00083172
-0.003861,0.0010449
0.024893,0.0010386
-0.030903,0.00051227
-0.0087201,0.00055247
0.028009,0.0003384
-0.016951,0.00027248
0.0074997,0.00038108
-0.03391,0.00045486
0.012082,0.0010402
0.01616,0.00027391
0.067464,0.0010451
0.042877,0.0009427
-0.051681,0.00076046
0.026558,0.00062513
-0.27799,0.045819
0.039705,0.00080037
0.055352,0.00065498
0.026611,0.00053236
-0.027956,0.00060924
-0.024889,0.00053895
-0.00081168,0.00068879
-0.034453,0.0019178
0.0014809,0.00032859
-0.0026874,0.00050856
-0.0021169,0.00021714
-0.026792,0.00039904
0.0010612,0.00030161
0.017737,8.77E-05
-0.0011944,0.00028038
0.0012046,0.00032325
-0.0070241,0.00025018
-0.01838,0.00041172
0.058802,0.0010053
-0.021604,0.0012594
0.017917,0.0042397
0.0012126,0.00056795
0.0033969,0.00056218
-0.015831,0.00060037
0.020381,0.00055329
-0.027183,0.00064296
-0.024039,0.0012296
0.0010118,0.00030411
0.015084,0.0002677
0.036506,0.00049819
0.012393,0.00038764
0.023847,0.00025728
-0.040141,0.00085839
-0.021103,0.00068269
-0.01685,0.00058143
-0.013102,0.00037653
0.025779,0.00056606
0.036891,0.00063464
-0.0071251,0.00047137
-0.019742,0.00025746
-0.035972,0.00040096
0.060038,0.0005154
-0.022263,0.00035906
-0.055511,0.00069727
-0.027383,0.00078329
0.021229,0.00078944
-0.026217,0.0006496
-0.072747,0.0011741
-0.0248,0.00044698
0.038158,0.0015127
0.0044334,0.00030968
0.0031319,0.000157
0.03401,0.00040749
0.0044274,0.00040336
0.010992,0.00034234
-0.029797,0.00061237
-0.021751,0.0011287
0.022247,0.00098195
-0.004697,0.0010821
0.014241,0.00036325
-0.01451,0.00071047
-0.022406,0.00035808
0.009409,0.0001987
-0.003577,0.00038198
0.024481,0.00045611
-0.042709,0.00077274
0.038748,0.0037189
0.025635,0.00042523
0.084171,0.00092372
-0.013679,0.00057325
0.0053065,0.0003729
-0.049688,0.0019852
0.019296,0.0004835
0.0013998,0.00032529
0.002107,8.70E-05
0.015609,0.0002912
0.018944,0.00037207
0.037685,0.00057232
-0.04584,0.00058331
0.009573,0.00060331
0.023131,0.00060925
-0.017098,0.00043156
-0.023668,0.00017808
-0.015084,0.00037134
0.01455,0.00048343
-0.017802,0.0003209
0.021601,0.0002745
-0.022376,0.00012603
0.0042262,0.0002626
0.019259,0.00038926
0.014258,0.00022168
-0.0095333,0.00022325
-0.00026795,0.00075426
0.0035221,0.00050353
-0.03432,0.00060071
-0.0063756,0.0010936
0.015088,0.0020356
-0.046501,0.00058027
-0.0020467,0.00029698
0.0023789,0.00121
0.019582,0.00057253
-0.044929,0.001089
0.014191,0.0013312
0.016819,0.00097356
0.069246,0.0015526
0.031476,0.0059536
-0.0095528,0.00079836
-0.0055759,0.00080878
0.0085883,0.00077772
0.035858,0.00042958
-0.0047494,0.0026688
-0.034848,0.0010455
-0.030526,0.0014091
-0.020033,0.00099431
-0.029663,0.00087261
-0.010678,0.0011275
-0.090047,0.016182
-0.17433,0.0028852
0.024345,0.0065716
0.013567,0.0022052
0.039053,0.010895
0.055373,0.0045465
-0.052858,0.0015452
-0.060736,0.0015586
0.032004,0.0031128
-0.0027737,0.0029654
0.020392,0.0053141
-0.12764,0.002827
-0.011478,0.0010268
0.0043057,0.0025353
-0.088399,0.0076958
-0.055843,0.0029241
0.13144,0.0027261
0.06647,0.0038335
0.035884,0.0041186
0.081815,0.0019505
-0.055274,0.0011357
0.028633,0.0012589
-0.042475,0.00062381
-0.068016,0.002851
0.01421,0.0016104
-0.014708,0.0020541
0.025909,0.0014698
-0.065583,0.0018557
0.15891,0.003847
-0.089984,0.0023633
-0.041299,0.0013044
0.0096717,0.0016958
-0.041249,0.0015871
-0.094371,0.0033239
0.064569,0.0032796
0.10237,0.0031778
-0.020405,0.0019903
0.054463,0.0013317
0.0023385,0.0010903
-0.035581,0.001309
0.042142,0.0020342
0.032993,0.0022048
-0.02919,0.0039143
0.083505,0.0015382
0.011695,0.0010105
0.09198,0.0049384
0.01769,0.0011579
-0.010261,0.0024699
0.011817,0.0028269
-0.00078113,0.0013559
0.0053322,0.00092312
0.0031863,0.0012937
-0.017256,0.0010601
-0.018863,0.0013028
0.0019105,0.00099405
-0.023474,0.00055209
0.010949,0.00035156
0.035143,0.00033876
-0.018349,0.0027164
0.027801,0.00052348
0.045849,0.00066602
-0.0017564,0.00078356
0.059628,0.00091296
0.036314,0.00075045
-0.0083313,0.00049368
0.014487,0.0012433
-0.026108,0.00071304
-0.035487,0.00070991
-0.0073959,0.00081226
-0.046036,0.00085914
0.066724,0.00093822
-0.01007,0.0011775
-0.049228,0.0015567
0.032574,0.00098443
0.0017792,0.0025514
-0.012263,0.00087235
-0.0074997,0.0011649
0.14602,0.012199
0.032686,0.00060027
0.020234,0.00096819
-0.022783,0.00076707
0.023599,0.00080744
-0.0021865,0.00047885
-0.00027704,0.00076347
0.017567,0.0010329
-0.01502,0.00098332
0.0018328,0.00071129
-0.020874,0.0010148
-0.0019142,0.0010387
0.048429,0.0011492
0.014664,0.00057394
-0.031125,0.00075932
-0.0071708,0.00056697
0.00098533,0.00083664
-0.0073062,0.0007289
-0.033361,0.00050941
0.011758,0.00048928
-0.0067695,0.00098379
-0.0004192,0.00087112
0.01319,0.00072343
-0.053837,0.00096703
0.061469,0.0031759
0.031854,0.0017152
0.0050258,0.0011544
0.0046724,0.0010209
0.011845,0.00081168
-0.0010182,0.0008866
-0.023402,0.00086435
0.059829,0.00084883
-0.014636,0.00034522
-0.016734,0.00050681
0.050505,0.00043301
0.021091,0.00074911
-0.0015821,0.00087937
0.0032654,0.00058616
0.041519,0.00066299
0.00029483,0.00063186
-0.043462,0.00090361
0.0018087,0.00029247
-0.047722,0.00078515
0.057158,0.001259
0.020954,0.0006011
-0.0011656,0.00069462
0.0060465,0.00067717
-0.0016243,0.00027945
0.032895,0.00048784
-0.018141,0.00040327
0.012959,0.00029031
0.058705,0.00026714
0.051343,0.0009584
-0.03333,0.00058665
-0.02564,0.00034336
0.035562,0.00034313
0.011141,0.00019254
0.016104,0.00035903
-0.061519,0.001199
-0.016644,0.0010215
-0.013274,0.00091671
-0.057854,0.0031576
0.081751,0.0013118
-0.0041059,0.0011065
-0.020565,0.00047595
0.0016565,0.00043414
-0.018299,0.00029381
0.010148,0.0004885
0.0036168,0.00024631
-0.048136,0.0012869
-0.072588,0.0015436
0.0082024,0.0012854
-0.017753,0.0019714
0.018091,0.00065388
-0.068587,0.0018526
-0.015255,0.00103
0.03784,0.0012811
0.0067288,0.00095699
0.02194,0.00056938
0.015524,0.00098878
-0.027741,0.00068765
-0.008949,0.0006703
0.032457,0.00068936
-0.028684,0.00080896
-0.010497,0.00081981
0.023591,0.00039855
0.036087,0.00065986
0.0060924,0.00065976
-0.016741,0.00057927
0.0059118,0.00035513
-0.038216,0.00063705
-0.0097437,0.00056007
0.0048837,0.00032346
-0.029667,0.00059274
-0.0029097,0.00048711
0.0023813,0.00025654
0.00711,0.00055642
-0.0084322,0.00023487
0.066976,0.0027364
0.022568,0.00047192
0.0065115,0.0006905
-0.025564,0.00072249
-0.024465,0.00060847
0.00025268,0.00029002
0.037927,0.00060567
-0.012681,0.00036071
0.01386,0.00027324
0.0044001,0.00048989
-0.017447,0.00028229
-0.017381,0.0001976
-0.0036384,0.00059557
-0.024944,0.0002056
-0.0025806,0.00059269
0.031789,0.0011898
0.0029993,0.00032669
0.052029,0.00081038
0.025495,0.00044287
0.025312,0.00040996
-0.0063248,0.00032697
0.00022658,0.00015535
0.015177,0.00044953
-0.00066964,0.00043578
0.010992,0.00052502
0.026157,0.00061005
-0.095654,0.0054921
-0.012867,0.00065361
0.015231,0.00049371
0.0082324,0.00030615
0.021666,0.0002067
0.0071947,0.00015063
0.021167,0.00025414
-0.01572,0.00034597
0.0029382,0.00023274
-0.018449,0.00021736
0.033902,0.00049249
0.017403,0.00027502
0.0065303,0.00019512
0.0038978,0.00031565
0.00043215,0.00032585
-0.039662,0.00048726
-0.031278,0.0012048
0.0099228,0.00020534
0.02986,0.00059913
0.0024485,0.00022221
0.0026643,0.00013793
-0.017446,0.00025975
0.0031539,0.00019894
-0.011082,0.0001522
-0.0048205,0.00030301
0.01049,0.00040316
-0.012745,0.00025125
-0.034012,0.00050884
-0.010002,0.00025307
-0.036314,0.00099216
0.016249,0.00026457
0.01286,0.0003239
0.041555,0.00062376
0.0050699,0.00049964
-0.018574,0.00023336
0.014429,0.00035843
0.038394,0.00047251
0.039799,0.00034222
-0.007722,0.0004162
0.020461,0.00031088
0.0022236,0.00043675
0.002126,0.00032345
-0.015324,0.00027798
-0.0056187,0.00029044
-0.007752,0.00032127
-0.0062886,0.00046039
0.0055858,0.00033915
-0.0021625,0.00072359
-0.031998,0.00048276
0.0010068,0.00040102
0.015532,0.00025683
0.016594,0.0002179
0.0015147,0.00016046
-0.0045509,0.00020237
0.018335,0.00040852
-0.018353,0.00040332
0.0097443,0.00011999
0.032573,0.00014265
0.047189,0.00071124
-0.027382,0.00075368
0.016399,0.00031047
-0.016951,0.00057086
-0.022993,0.00032196
0.035636,0.00028215
0.10162,0.0074398
0.0050881,0.00095837
-0.017001,0.00028384
-0.01299,0.00053614
0.032705,0.00036837
-0.034388,0.0006244
0.0053283,0.00060269
0.00026877,0.00060501
0.0072717,0.0004593
0.040676,0.00062992
-0.0092643,0.0011206
0.023526,0.0002563
0.020762,0.00051669
0.017652,0.00028399
-0.021254,0.00017283
0.01957,0.00026037
0.0006792,0.00023423
0.024017,0.00031165
0.005084,0.00023655
-0.013525,0.00036604
-0.005174,0.00044784
0.0065376,0.0001974
-0.012583,0.0012924
-0.0073144,0.00010084
-0.023153,0.0033887
0.014519,0.00020487
-0.0075591,0.0004206
0.013641,0.00034423
-0.017095,0.0002104
-0.032558,0.00055237
-0.0045311,0.00019596
-0.0013313,0.00030572
0.0016688,0.0002677
0.013341,0.00021956
-0.018342,0.00022036
0.013037,0.00020399
0.0090003,0.00020808
-0.034508,0.00032822
-0.023167,0.00049
-0.011033,0.00013171
0.014447,0.00014586
-0.007821,0.00032438
0.060714,0.00046819
0.00058008,0.00013667
0.0081403,0.00018189
-0.0056672,0.00011031
-0.023876,0.00017619
-0.0098787,0.00019148
-0.030199,0.00038085
-0.038275,0.0010449
0.035022,0.00078653
-0.018353,0.00067811
0.017791,0.00035228
-0.0022726,0.00013225
-0.015344,0.00012734
0.026804,0.00058561
-0.051607,0.00060429
-0.0022991,0.00019919
0.0050901,0.00014634
-2,0.00054153
-0.00036322,0.00040496
-0.0047904,0.00042096
-0.036284,0.0005268
0.014647,0.00022329
0.020591,0.00047874
0.21256,0.037535
-0.010709,0.00092891
-0.021906,0.00066224
0.015054,0.00023135
0.0025298,0.00039373
-0.027081,0.00052951
0.0097288,0.00074051
0.00018932,0.00040532
0.017909,0.00032418
-0.0091043,0.00016615
0.030472,0.00040052
-0.0036845,0.00027343
0.026684,0.0002866
-0.0053154,0.0001622
0.024764,0.00019805
0.0079902,0.00018806
-0.022547,0.00070229
-0.013936,0.00016811
0.0055711,0.00019557
0.01387,0.00058042
0.007812,9.65E-05
0.053576,0.00023294
-0.011993,0.00016668
-0.018585,0.0019696
0.0060176,0.0001248
-0.0053328,0.00031953
0.015212,9.15E-05
0.018244,0.00039626
0.018774,0.00027709
-0.0010213,0.00023816
-0.017245,0.00039075
-0.0054449,0.00013348
0.015092,0.00014893
0.0047737,0.00031976
-0.0059976,6.52E-05
-0.00045245,5.96E-05
0.031136,0.00031068
0.0029831,0.0002152
-0.0076138,7.32E-05
0.016431,0.00035329
0.0090926,0.00012819
-0.0043535,0.00021048
0.015208,0.0002885
-0.018454,0.00015978
0.01723,0.00015952
0.063785,0.00050955
0.041231,0.00054609
-0.045538,0.00073383
0.027019,0.00033969
0.0062425,0.00029838
0.010372,0.00020597
0.039086,0.00034307
0.011536,0.00048232
-0.008382,0.00028041
-0.018089,0.00058214
-0.0054787,0.00042741
0.026954,0.00029969
0.0017023,0.00048488
0.13869,0.006901
-0.0046108,0.00077649
0.081848,0.0017517
-0.057236,0.0014628
-0.027517,0.00068574
0.036501,0.00083946
-0.040714,0.00063769
0.028711,0.00067802
-0.024594,0.0013558
-0.0084207,0.0013414
-0.011895,0.0042243
-0.062452,0.0025177
0.062834,0.002515
0.024383,0.00087614
0.076376,0.0015839
0.018966,0.0033681
-0.087996,0.00361
0.056599,0.0016673
-0.043315,0.0013681
-0.013895,0.0021843
-0.059089,0.0024719
0.049499,0.0029003
0.018516,0.0014415
0.033254,0.002611
6,0.0013735
0.037313,0.001006
0.022594,0.00075146
-0.036817,0.0010014
0.032937,0.0010386
0.0081033,0.00096702
-0.019951,0.0015807
-0.0032377,0.0014344
0.0086804,0.0014294
0.043656,0.0017832
0.031477,0.0016975
0.015655,0.00087209
0.049035,0.0011043
-0.026301,0.00074206
0.0087307,0.0010726
0.0099225,0.00055276
0.0037138,0.00019725
-0.061056,0.00074181
-0.019507,0.0011082
0.0096225,0.00059521
-0.020684,0.00039382
0.025685,0.0006973
-0.0051929,0.00040799
-0.042513,0.0010691
-0.035775,0.002111
0.0094128,0.0013771
-0.023713,0.00050941
0.00077102,0.0016264
0.096526,0.00066576
-0.0098828,0.0012007
0.0042816,0.00048246
0.014459,0.00054132
0.015178,0.00078386
0.01512,0.00065381
-0.014717,0.00059389
-0.022125,0.00027054
0.0044512,0.00068137
0.011697,0.00077319
-0.0068331,0.0010317
-0.14348,0.0063575
0.038516,0.00078418
-0.046845,0.00087106
0.013052,0.00088363
-0.03612,0.00061173
-0.022138,0.00081398
0.043632,0.00059187
-0.0063242,0.00071546
0.024956,0.00053927
0.034266,0.00054869
0.021993,0.00052538
0.068451,0.0012158
-0.01214,0.00050871
0.067064,0.0021833
0.011352,0.0014089
0.052386,0.00089311
-0.0073518,0.00041709
0.037047,0.00044905
-0.032498,0.0010042
-0.055865,0.0014809
0.020954,0.00085757
0.012806,0.00025608
-0.024668,0.0006265
-0.044102,0.00073855
0.023267,0.00050173
0.016077,0.00057047
-0.00047404,0.00048187
-0.0228,0.00036558
0.017304,0.00041229
0.073063,0.0026295
0.022128,0.00041039
0.0052499,0.00067335
0.022543,0.00030839
0.028402,0.00050423
-0.0014423,0.00060567
0.00145,0.00025434
0.013214,0.00058995
-0.0078089,0.00015258
-0.023732,0.00019902
-0.020539,0.00020817
5,0.00021761
0.01826,0.00045074
0.027843,0.00040561
0.064264,0.0010034
0.023663,0.00091499
0.0096883,0.0011414
0.016946,0.00045873
-0.018288,0.0005745
0.050543,0.00042448
-0.04733,0.00083155
-0.048186,0.00074194
0.0088781,0.00086646
-0.0010638,0.00085574
-0.038304,0.00065603
0.0089195,0.00052597
-0.011325,0.00030827
0.025018,0.00066472
0.011403,0.00026228
-0.0048013,0.00052378
-0.011041,0.00035015
0.017894,0.00029075
-0.01822,0.00016562
-0.024578,0.00070699
0.025562,0.00061505
0.12133,0.01057
-0.028113,0.0014222
-0.0063159,0.00028901
0.062696,0.0006916
0.0040228,0.00098938
-0.014654,0.00028165
-0.01494,0.00057319
-0.032647,0.00047961
0.020998,0.00039389
0.00091152,0.00047345
-0.020546,0.00053089
0.0012698,0.00035978
0.00582,0.0004686
0.0078043,0.00064943
0.038026,0.00031706
-0.010358,0.00050883
-0.010275,0.00032316
-0.031459,0.00043115
-0.016613,0.00050146
0.0084455,0.00040463
0.010374,0.00043779
0.026626,0.00024651
0.086672,0.0035302
-0.0044094,0.00044391
0.0051954,0.00047663
0.014052,0.00011746
0.040303,0.00045612
0.03329,0.00061987
-0.028638,0.00063757
-0.033808,0.0014492
-0.042918,0.00028735
0.042178,0.00062988
-0.019615,0.00094832
-0.0073064,0.001371
0.014656,0.0004563
0.019074,0.0010999
-0.058835,0.0005923
-0.029303,0.00088813
0.0021759,0.00054654
0.01708,0.00019647
0.004481,0.00027248
-0.025095,0.00038058
0.04506,0.00034047
-0.0047324,0.00034884
-0.0054155,0.0001117
-0.024359,0.00065523
0.019004,0.00018345
-0.016746,0.00012804
-0.0030329,7.50E-05
-0.022278,0.00010282
0.014259,0.00048847
0.016391,0.0010298
-0.0076898,0.00021665
-0.010753,0.00061957
0.00679,0.00018139
0.045492,0.00041183
-0.0044269,0.00051105
0.010719,0.00015705
0.013667,0.00025106
-5,0.00020433
0.012779,0.00019129
-0.014296,0.00024822
-0.032316,0.0011006
-0.01525,0.00013827
0.010039,0.00081502
0.013569,0.00028489
-0.021702,0.00042152
0.14416,0.018922
0.032954,0.00039927
-0.01582,0.0008768
-0.0074084,0.00018995
-0.0051481,0.00062989
-0.0012721,0.00015132
0.039949,0.00023034
-0.0092713,0.00016115
-0.0023169,6.39E-05
0.021733,0.00018797
0.0024559,0.00019175
0.034797,0.00030557
0.068423,0.00092775
-0.026644,0.00049364
-0.012224,0.00038642
-0.0092353,0.00051206
-0.00074921,0.00023972
-0.059356,0.0021987
-0.047166,0.0016367
0.017199,0.00054209
-0.012795,0.00028173
-0.029751,0.00042046
-0.0049739,0.00044873
-0.0053832,0.0005498
-0.0046105,0.00041647
0.035465,0.0004892
-0.014523,0.00065821
-0.061594,0.0018118
-0.010829,0.00043672
0.035086,0.0010877
0.020951,0.00043128
-0.013497,0.00034278
0.076571,0.00086559
-0.016449,0.00099526
-0.00010363,0.00064911
-0.020937,0.00026238
0.016259,0.00038813
0.03984,0.0014732
0.032975,0.000321
0.00049834,0.0005331
0.0034767,0.00023272
0.032348,0.00053881
-0.000331,0.00021607
0.0028691,0.00024765
-0.0026435,0.00013749
0.019536,0.00041291
0.0105,0.00032304
-0.0016268,0.00021219
-0.018513,0.00060531
-0.024161,0.00064895
0.0037748,0.00030107
-0.029147,0.0003538
0.024074,0.00049505
0.020797,0.00018685
-0.0047826,0.0002504
-0.0089206,0.00017103
-0.0090009,0.00055302
0.034993,0.00029132
0.011604,0.00026787
0.030341,0.0002165
-0.0014982,0.00028246
-0.095966,0.0044557
0.032117,0.00067778
-0.0061998,0.00034662
-0.005689,0.00018009
0.017447,0.00071736
-0.025687,0.00027761
-0.008381,0.00047863
0.0046328,0.00045789
-0.0044068,0.00022223
0.029791,0.00041848
0.0046167,0.00011994
0.013931,0.00028063
0.020421,0.00016665
0.003475,0.00023921
-0.039758,0.0004334
5,0.00036488
0.022789,0.00017891
0.0011128,0.00016948
0.012418,0.00010182
0.0084688,0.0003078
-0.0012729,0.00023119
0.046628,0.00029348
0.016541,0.00018108
0.002053,0.00010521
0.023244,0.0001787
-0.012353,0.00026415
0.016764,0.00030002
0.0074397,0.00017226
-0.041531,0.00052499
0.004177,0.00030077
-0.00498,0.00031615
0.0020175,0.00031473
-0.016387,0.00026862
-0.0051485,0.00025233
0.015449,0.00023693
-0.015772,0.00017
-0.031982,0.00032493
-0.013502,0.00034883
-0.0011204,0.00043728
0.033782,0.00040258
-0.021151,0.00024809
0.029935,0.00086227
-0.0012092,0.00026352
0.01674,0.00028271
0.018497,0.00013601
-0.00022139,0.00022907
-0.0082523,0.00014509
0.019615,0.00022936
0.077293,0.002106
0.0055455,0.00047115
0.0048773,0.00035328
0.0090508,0.00025274
-0.016081,0.00050162
0.0022352,0.0006226
0.025885,0.0017949
-0.041196,0.00030169
0.00070623,0.00034786
-0.027216,0.00071624
0.028017,0.00078337
-0.020059,0.00048884
-0.020443,0.00038128
0.0028232,0.00033855
0.01928,0.00044722
-0.054474,0.0089946
0.0093046,0.00039818
-0.011277,0.00055714
-0.0021892,0.00056032
-0.0094286,0.00043481
-0.023111,0.00029743
0.011228,0.00071094
-0.056549,0.0007118
-0.018252,0.0017155
-0.062447,0.0039596
0.045661,0.0016296
-0.021216,0.0011311
0.044727,0.00059137
0.0042857,0.00045594
0.0075401,0.0004661
-0.029019,0.00042799
-0.02874,0.00045101
-0.06453,0.0025865
-0.057935,0.0010155
-0.0027177,0.0016992
0.068206,0.00077113
-0.016873,0.00060242
0.001044,0.0010781
0.026052,0.00059489
0.014984,0.00051319
0.050734,0.00060505
-0.0086074,0.00064051
-0.0058848,0.00043194
-0.089725,0.012241
0.0245,0.00059227
-0.011465,0.00049011
-0.022531,0.00037844
-0.033383,0.00041631
0.026805,0.00090381
-0.0048856,0.00039484
0.00042516,0.00024632
-0.20985,0.028052
-0.086898,0.0014082
-0.078237,0.002375
-0.099249,0.0034416
-0.0093386,0.0030938
