"","location","scale","shape"
"T+288",0.000376231578262942,4.86743487135702e-07,7.99999998851768
"T+289",0.000362192942684036,4.86743487135702e-07,7.99999998851768
"T+290",0.000275850600298444,4.86743487135702e-07,7.99999998851768
"T+291",0.000252936532731104,4.86743487135702e-07,7.99999998851768
"T+292",0.000330505787722497,4.86743487135702e-07,7.99999998851768
"T+293",0.00024541881781055,4.86743487135702e-07,7.99999998851768
"T+294",0.000215801071961911,4.86743487135702e-07,7.99999998851768
"T+295",0.000239116522406882,4.86743487135702e-07,7.99999998851768
"T+296",0.000250415115724498,4.86743487135702e-07,7.99999998851768
"T+297",0.00032918707393798,4.86743487135702e-07,7.99999998851768
"T+298",0.000319657513921499,4.86743487135702e-07,7.99999998851768
"T+299",0.000345468008092725,4.86743487135702e-07,7.99999998851768
"T+300",0.000347345337447721,4.86743487135702e-07,7.99999998851768
"T+301",0.000377074611280572,4.86743487135702e-07,7.99999998851768
"T+302",0.00034460525542391,4.86743487135702e-07,7.99999998851768
"T+303",0.000355363285003888,4.86743487135702e-07,7.99999998851768
"T+304",0.000361962419497147,4.86743487135702e-07,7.99999998851768
"T+305",0.000376182207658015,4.86743487135702e-07,7.99999998851768
"T+306",0.000347514933792632,4.86743487135702e-07,7.99999998851768
"T+307",0.000770564820795274,4.86743487135702e-07,7.99999998851768
"T+308",0.000845944305164798,4.86743487135702e-07,7.99999998851768
"T+309",0.00071492909091592,4.86743487135702e-07,7.99999998851768
"T+310",0.000831025029580835,4.86743487135702e-07,7.99999998851768
"T+311",0.000736067633659275,4.86743487135702e-07,7.99999998851768
"T+312",0.000616920384070738,4.86743487135702e-07,7.99999998851768
"T+313",0.000565170098058279,4.86743487135702e-07,7.99999998851768
"T+314",0.000706323988028248,4.86743487135702e-07,7.99999998851768
"T+315",0.000575184514235637,4.86743487135702e-07,7.99999998851768
"T+316",0.000751654715970075,4.86743487135702e-07,7.99999998851768
"T+317",0.00102339257463707,4.86743487135702e-07,7.99999998851768
"T+318",0.000910147797386715,4.86743487135702e-07,7.99999998851768
"T+319",0.000682426939901635,4.86743487135702e-07,7.99999998851768
"T+320",0.000726308224416589,4.86743487135702e-07,7.99999998851768
"T+321",0.000982298327582677,4.86743487135702e-07,7.99999998851768
"T+322",0.000728655043896744,4.86743487135702e-07,7.99999998851768
"T+323",0.000955340152621169,4.86743487135702e-07,7.99999998851768
"T+324",0.000786186617606953,4.86743487135702e-07,7.99999998851768
"T+325",0.000733611824520337,4.86743487135702e-07,7.99999998851768
"T+326",0.000720910294910392,4.86743487135702e-07,7.99999998851768
"T+327",0.00104351926474985,4.86743487135702e-07,7.99999998851768
"T+328",0.000839324356688786,4.86743487135702e-07,7.99999998851768
"T+329",0.000822305003337711,4.86743487135702e-07,7.99999998851768
"T+330",0.000746673283417222,4.86743487135702e-07,7.99999998851768
"T+331",0.00100458393022642,4.86743487135702e-07,7.99999998851768
"T+332",0.00101430386726968,4.86743487135702e-07,7.99999998851768
"T+333",0.000803751546572637,4.86743487135702e-07,7.99999998851768
"T+334",0.00079264346156268,4.86743487135702e-07,7.99999998851768
"T+335",0.000645896690318185,4.86743487135702e-07,7.99999998851768
"T+336",0.000552676636260909,4.86743487135702e-07,7.99999998851768
"T+337",0.000527889043962143,4.86743487135702e-07,7.99999998851768
"T+338",0.000796986135955005,4.86743487135702e-07,7.99999998851768
"T+339",0.000818261050364599,4.86743487135702e-07,7.99999998851768
"T+340",0.000849889473403238,4.86743487135702e-07,7.99999998851768
"T+341",0.000620196943251275,4.86743487135702e-07,7.99999998851768
"T+342",0.000608145029101197,4.86743487135702e-07,7.99999998851768
"T+343",0.000543512978078463,4.86743487135702e-07,7.99999998851768
"T+344",0.000587388227856841,4.86743487135702e-07,7.99999998851768
"T+345",0.000476002774264259,4.86743487135702e-07,7.99999998851768
"T+346",0.000441449309781727,4.86743487135702e-07,7.99999998851768
"T+347",0.000544001129134266,4.86743487135702e-07,7.99999998851768
"T+348",0.000465990514900271,4.86743487135702e-07,7.99999998851768
"T+349",0.000495831041002734,4.86743487135702e-07,7.99999998851768
"T+350",0.000389450682334613,4.86743487135702e-07,7.99999998851768
"T+351",0.000371532062049036,4.86743487135702e-07,7.99999998851768
"T+352",0.00034658785152834,4.86743487135702e-07,7.99999998851768
"T+353",0.000374712250632104,4.86743487135702e-07,7.99999998851768
"T+354",0.000427288275959899,4.86743487135702e-07,7.99999998851768
"T+355",0.000447894993133099,4.86743487135702e-07,7.99999998851768
"T+356",0.000389472934122836,4.86743487135702e-07,7.99999998851768
"T+357",0.000370530961555592,4.86743487135702e-07,7.99999998851768
"T+358",0.000371821283706927,4.86743487135702e-07,7.99999998851768
"T+359",0.000320756668870465,4.86743487135702e-07,7.99999998851768
"T+360",0.000300008248966854,4.86743487135702e-07,7.99999998851768
"T+361",0.000309293822534866,4.86743487135702e-07,7.99999998851768
"T+362",0.0003025402236375,4.86743487135702e-07,7.99999998851768
"T+363",0.000314412402742083,4.86743487135702e-07,7.99999998851768
"T+364",0.000316522492669584,4.86743487135702e-07,7.99999998851768
"T+365",0.00030198963002847,4.86743487135702e-07,7.99999998851768
"T+366",0.000332900855921916,4.86743487135702e-07,7.99999998851768
"T+367",0.00030421672525932,4.86743487135702e-07,7.99999998851768
"T+368",0.000292286937394242,4.86743487135702e-07,7.99999998851768
"T+369",0.000261574454646082,4.86743487135702e-07,7.99999998851768
"T+370",0.000250016786114622,4.86743487135702e-07,7.99999998851768
"T+371",0.000262577479227174,4.86743487135702e-07,7.99999998851768
"T+372",0.000308310033980281,4.86743487135702e-07,7.99999998851768
"T+373",0.000277522941579399,4.86743487135702e-07,7.99999998851768
"T+374",0.000227673916587729,4.86743487135702e-07,7.99999998851768
"T+375",0.00021941410596634,4.86743487135702e-07,7.99999998851768
"T+376",0.000271799067586971,4.86743487135702e-07,7.99999998851768
"T+377",0.000262964415518383,4.86743487135702e-07,7.99999998851768
"T+378",0.000206333837936801,4.86743487135702e-07,7.99999998851768
"T+379",0.000232866141079305,4.86743487135702e-07,7.99999998851768
"T+380",0.000336629199975992,4.86743487135702e-07,7.99999998851768
"T+381",0.000349251976878491,4.86743487135702e-07,7.99999998851768
"T+382",0.0003866744706184,4.86743487135702e-07,7.99999998851768
"T+383",0.000289011399105284,4.86743487135702e-07,7.99999998851768
"T+384",0.000297037159963766,4.86743487135702e-07,7.99999998851768
"T+385",0.000293112761470743,4.86743487135702e-07,7.99999998851768
"T+386",0.000289838134025945,4.86743487135702e-07,7.99999998851768
"T+387",0.000308717999605028,4.86743487135702e-07,7.99999998851768
"T+388",0.000258839988908701,4.86743487135702e-07,7.99999998851768
"T+389",0.00029411350172276,4.86743487135702e-07,7.99999998851768
"T+390",0.00054911809140357,4.86743487135702e-07,7.99999998851768
"T+391",0.000392491562469349,4.86743487135702e-07,7.99999998851768
"T+392",0.000318768384421974,4.86743487135702e-07,7.99999998851768
"T+393",0.000234944692132737,4.86743487135702e-07,7.99999998851768
"T+394",0.000232657948690716,4.86743487135702e-07,7.99999998851768
"T+395",0.000215457469900488,4.86743487135702e-07,7.99999998851768
"T+396",0.000209719173471571,4.86743487135702e-07,7.99999998851768
"T+397",0.000241266550200429,4.86743487135702e-07,7.99999998851768
"T+398",0.000280580392957181,4.86743487135702e-07,7.99999998851768
"T+399",0.000284735393038924,4.86743487135702e-07,7.99999998851768
"T+400",0.000291958386688505,4.86743487135702e-07,7.99999998851768
"T+401",0.000276125614289321,4.86743487135702e-07,7.99999998851768
"T+402",0.000284166338629146,4.86743487135702e-07,7.99999998851768
"T+403",0.000263316289706031,4.86743487135702e-07,7.99999998851768
"T+404",0.00023808232205649,4.86743487135702e-07,7.99999998851768
"T+405",0.000216780360506397,4.86743487135702e-07,7.99999998851768
"T+406",0.000204602453003366,4.86743487135702e-07,7.99999998851768
"T+407",0.000192869419015208,4.86743487135702e-07,7.99999998851768
"T+408",0.00023367274820206,4.86743487135702e-07,7.99999998851768
"T+409",0.000207411244172707,4.86743487135702e-07,7.99999998851768
"T+410",0.000194492924280585,4.86743487135702e-07,7.99999998851768
"T+411",0.000195831835373713,4.86743487135702e-07,7.99999998851768
"T+412",0.00022210448245762,4.86743487135702e-07,7.99999998851768
"T+413",0.000191797619725717,4.86743487135702e-07,7.99999998851768
"T+414",0.000215994997852122,4.86743487135702e-07,7.99999998851768
"T+415",0.00021250344296288,4.86743487135702e-07,7.99999998851768
"T+416",0.000193650049814666,4.86743487135702e-07,7.99999998851768
"T+417",0.000167824615666372,4.86743487135702e-07,7.99999998851768
"T+418",0.000156615597201747,4.86743487135702e-07,7.99999998851768
"T+419",0.000164242164100113,4.86743487135702e-07,7.99999998851768
"T+420",0.000199648884751312,4.86743487135702e-07,7.99999998851768
"T+421",0.00019420037388998,4.86743487135702e-07,7.99999998851768
"T+422",0.000188005968231863,4.86743487135702e-07,7.99999998851768
