"","x"
"T+313",0.000409391269084147
"T+314",0.000393443884222096
"T+315",0.000372258369449892
"T+316",0.000361097090643105
"T+317",0.000515904453461678
"T+318",0.000826384584193178
"T+319",0.00081685769533763
"T+320",0.000750796587122913
"T+321",0.000756244962129334
"T+322",0.000736273306359412
"T+323",0.00073980437099615
"T+324",0.000826057394452841
"T+325",0.000764222484691209
"T+326",0.000783204861336228
"T+327",0.000970918240480075
"T+328",0.000887851593989262
"T+329",0.000925085848101633
"T+330",0.000866502000909793
"T+331",0.00108757812178198
"T+332",0.00107411856817224
"T+333",0.000998095232639447
"T+334",0.000945856213069304
"T+335",0.000893343246276288
"T+336",0.00100445351191763
"T+337",0.000922196050510887
"T+338",0.0012466457821456
"T+339",0.0014391022255779
"T+340",0.00140008509578548
"T+341",0.00169027445775682
"T+342",0.00160590355561699
"T+343",0.00147889314402857
"T+344",0.00133588591286046
"T+345",0.00140979169631178
"T+346",0.0012894105205758
"T+347",0.00118062860895504
"T+348",0.00139724716284736
"T+349",0.00130584503746321
"T+350",0.00118291681509834
"T+351",0.00112663765836299
"T+352",0.00126829678713632
"T+353",0.00115095340280021
"T+354",0.00106566437263771
"T+355",0.00104060083028139
"T+356",0.000979483793619821
"T+357",0.00108580450298595
"T+358",0.00102385044187948
"T+359",0.00118000350754486
"T+360",0.00107273821635358
"T+361",0.00104460040724241
"T+362",0.000963213594335163
"T+363",0.000885468236375495
"T+364",0.000932421748525355
"T+365",0.000857973008094848
"T+366",0.000798994343238473
"T+367",0.000751186232138598
"T+368",0.000708676860387343
"T+369",0.000672995328392501
"T+370",0.000624683344994664
"T+371",0.00061890863918988
"T+372",0.000591571474277168
"T+373",0.000552123727802822
"T+374",0.000558837658759814
"T+375",0.000535943399829471
"T+376",0.000504756951485035
"T+377",0.000572271931481152
"T+378",0.000547127932162213
"T+379",0.00055428265854075
"T+380",0.000519477348713947
"T+381",0.000486974347633353
"T+382",0.000468205920695301
"T+383",0.000477197338480352
"T+384",0.000471958805170742
"T+385",0.000446281999949504
"T+386",0.000421566511423992
"T+387",0.000709195489458434
"T+388",0.000681438678763372
"T+389",0.000644020902384535
"T+390",0.000675744338611323
"T+391",0.000766040391024976
"T+392",0.000712437913961691
"T+393",0.000675586808266376
"T+394",0.000627101360063935
"T+395",0.000668436042039903
"T+396",0.000629380045361809
"T+397",0.000603748056226315
"T+398",0.000582198158403019
"T+399",0.000553366727235839
"T+400",0.000550736280326018
"T+401",0.000725347413128247
"T+402",0.000684870151535617
"T+403",0.000639605531164518
"T+404",0.000608106356256457
"T+405",0.000570178554879549
"T+406",0.000532515221916202
"T+407",0.000559050273026998
"T+408",0.000615071971443672
"T+409",0.000575618973391226
"T+410",0.000543707916045159
"T+411",0.000508468200255592
"T+412",0.000510239422332527
"T+413",0.000655714466036635
"T+414",0.000619946320645662
"T+415",0.000593618991241906
"T+416",0.000574265590292328
"T+417",0.000548624536030189
"T+418",0.000513338652613786
"T+419",0.000513777080149699
"T+420",0.000506334125329009
"T+421",0.000475726606391791
"T+422",0.00045415977325417
"T+423",0.000427709251095955
"T+424",0.000425954156688207
"T+425",0.000403006776925582
"T+426",0.000384163793255272
"T+427",0.000379140109777011
"T+428",0.000359135752777141
"T+429",0.000342880068251177
"T+430",0.000327229212546771
"T+431",0.000311590058171043
"T+432",0.000312632084024857
"T+433",0.000301611305584916
"T+434",0.000294120592878142
"T+435",0.000281795348269555
"T+436",0.000281133018439973
"T+437",0.000274606474661805
"T+438",0.000280155968225164
"T+439",0.000416337972526422
"T+440",0.000392945367803981
"T+441",0.000376094719833731
"T+442",0.000364868094271553
"T+443",0.00034790613898333
"T+444",0.000453066451092025
"T+445",0.000426017190690186
"T+446",0.00042754077910517
"T+447",0.000437720368263811
"T+448",0.000423917117332823
"T+449",0.000399900801050342
"T+450",0.000379477026635433
"T+451",0.00045519990843822
"T+452",0.000493867121123118
"T+453",0.000510300198663156
"T+454",0.000485061553756267
"T+455",0.000491944105041194
"T+456",0.000520644885254128
"T+457",0.000509309928344835
"T+458",0.000533512557525274
"T+459",0.000617479964176135
"T+460",0.000640666128095199
"T+461",0.000596984542709816
"T+462",0.000556291051210851
"T+463",0.000536285220335827
"T+464",0.000502920161638033
"T+465",0.000508395865713407
"T+466",0.000535676020405139
"T+467",0.000555466003000314
"T+468",0.000521105201806297
"T+469",0.000521245819047825
"T+470",0.000519911335719267
"T+471",0.000543548481743687
"T+472",0.000508204079212503
"T+473",0.000606059718001567
"T+474",0.000584753508874424
"T+475",0.000575459425629644
"T+476",0.00054489221653979
"T+477",0.000514190146186565
"T+478",0.000481819067270738
"T+479",0.00045803995324274
"T+480",0.000454397309893853
"T+481",0.000428018386932712
"T+482",0.000423937770457106
"T+483",0.000432096032855712
"T+484",0.000431625642876428
"T+485",0.000407565672836569
"T+486",0.0005904377764105
"T+487",0.000566580759282151
"T+488",0.000594208157547706
"T+489",0.000569923319285391
"T+490",0.000585044897906455
"T+491",0.000548317790780499
"T+492",0.000545390124635208
"T+493",0.000534018095900025
"T+494",0.000594583889734304
"T+495",0.00055703663998788
"T+496",0.000540238493486539
"T+497",0.000505302174214658
"T+498",0.000595964057406781
"T+499",0.00057147935503521
"T+500",0.000627829636622798
"T+501",0.000583860455194927
"T+502",0.000544337500448287
"T+503",0.000570412985551241
"T+504",0.000670474559832241
"T+505",0.000872231628733881
"T+506",0.000800019923187806
"T+507",0.000778653314819566
"T+508",0.000742817894708798
"T+509",0.000686351070547837
"T+510",0.000664130460307121
"T+511",0.000622757724607171
"T+512",0.000581274259763441
"T+513",0.000543212080154468
