"","location","scale","shape"
"T+421",0.000139872061500721,7.98852097921123e-07,8.4802034670388
"T+422",0.000201518087605995,7.13079183000561e-07,8.49170424464251
"T+423",0.000158785407526409,6.48220278212655e-07,8.50352169123552
"T+424",0.000518022740361073,5.9823609061706e-07,8.5155466458976
"T+425",-0.000108587749934174,6.20025749348218e-07,8.53504733596744
"T+426",0.000390906332271565,5.81147766258005e-07,8.54735390986177
"T+427",-0.000108284026469843,5.82678889589398e-07,8.56391706108593
"T+428",0.000744303558427894,5.98661940591759e-07,8.581844058418
"T+429",0.000715103935462427,5.49528673094024e-07,8.59129794416488
"T+430",-0.000358321023021789,6.83063070468335e-07,8.61793294160816
"T+431",0.000714422250308569,7.60454989959946e-07,8.64046898848961
"T+432",-0.000106782088324605,8.63328584388262e-07,8.66405491843382
"T+433",0.000542921256326443,8.24786224599716e-07,8.67796654520621
"T+434",0.000181450235155174,7.77936509133353e-07,8.69034118552019
"T+435",0.000216835260435889,6.96952136613161e-07,8.69792528962768
"T+436",0.000228566618713564,6.31908774522215e-07,8.70541696586167
"T+437",0.000108879709421069,5.856146390467e-07,8.71374451234849
"T+438",0.000610939187813722,5.56022036896007e-07,8.72323853612057
"T+439",-5.55931995149404e-05,5.79569503114828e-07,8.73893090378847
"T+440",0.000635515400684808,5.69384930597392e-07,8.75049213838113
"T+441",-0.000133246711317104,6.16545949314025e-07,8.76819746189491
"T+442",0.00052728941362259,5.9693978687069e-07,8.77858026764847
"T+443",-0.000158642112257093,6.32589422368179e-07,8.79477001011988
"T+444",0.000641982602657889,6.36545223864361e-07,8.80765129595139
"T+445",-0.00012138305943056,6.92830580819119e-07,8.82527256082034
"T+446",0.000471375776679438,6.56363366634123e-07,8.8337945588165
"T+447",0.000147055659708886,6.22903804434456e-07,8.84184940236562
"T+448",0.000888009174399283,6.28354054672169e-07,8.85389995992737
"T+449",0.000599378519197588,5.84584863450222e-07,8.85957521779695
"T+450",0.00192732459564153,8.51191973831042e-07,8.88481884459611
"T+451",0.00181141398997375,8.12245765557723e-05,4.06043576993677
"T+452",0.00157766245702782,4.50744911990427e-05,4.06585434214494
"T+453",0.00137058796862442,2.69952041087386e-05,4.07163839588919
"T+454",0.00118947147410368,1.7207841909248e-05,4.07780209302498
"T+455",0.00104533573616087,1.13963095314502e-05,4.08435784809844
"T+456",0.000924791361572612,7.85476803500453e-06,4.09132009554429
"T+457",0.000777605493281055,5.75786461013378e-06,4.0987067412022
"T+458",0.000666104851388424,4.30322252498041e-06,4.10652597514119
"T+459",0.000525244046972806,3.37406471711756e-06,4.11479697587746
"T+460",0.000446872643018211,2.65243500554482e-06,4.12352401222281
"T+461",0.000441073900714199,2.10153835492624e-06,4.1327192763772
"T+462",0.000516764669745536,1.69498203195813e-06,4.14239695172412
"T+463",0.000338184757206218,1.44933031652421e-06,4.15258477083625
"T+464",0.000303076198923089,1.22602932203042e-06,4.16327046977377
"T+465",0.000310632819456692,1.04964938636522e-06,4.17447211336799
"T+466",0.000250182003207556,9.18864676690169e-07,4.18620593184221
"T+467",0.000168954847053891,8.17901877775543e-07,4.1984805753037
"T+468",0.000369783119799013,7.27904582548406e-07,4.21129449749464
"T+469",0.000236174627352811,6.63799083020163e-07,4.22467446545713
"T+470",0.000298253372322713,6.03166860719875e-07,4.23860721633894
"T+471",9.52090819490747e-05,5.65391079915558e-07,4.25313309201024
"T+472",0.000213113439126705,5.21982240650858e-07,4.2682140173655
"T+473",0.000169506638599129,4.88494044319002e-07,4.28388529657498
"T+474",7.95938177639701e-05,4.6200798792451e-07,4.3001516339121
"T+475",0.00110080711770018,5.01973096488515e-07,4.31720266377741
"T+476",-0.00048710915396642,8.34706360154275e-07,4.33509003132808
"T+477",0.000730871308094344,1.02741567532569e-06,4.3536132309127
"T+478",0.000177636335590084,1.01823070138124e-06,4.37255639620857
"T+479",0.000811379957594424,9.81353576368327e-07,4.39208262736963
"T+480",6.48185650057611e-06,1.12025020771132e-06,4.41253362802942
"T+481",0.000282330326133977,9.68731353334827e-07,4.43307896421689
"T+482",0.000333152313285414,8.47069431496265e-07,4.45421920750863
"T+483",0.000175726325472822,7.66252204752048e-07,4.47603289892252
"T+484",0.000347192175549076,6.85855252658486e-07,4.49837942715058
"T+485",0.00020127723193204,6.30231550814628e-07,4.52138593880285
"T+486",0.000177639110307453,5.78418428268274e-07,4.54495201428351
"T+487",0.000477238642640568,5.36086267312938e-07,4.56911723359481
"T+488",0.000478463928828082,4.97964026837182e-07,4.59384407229008
"T+489",0.000262401270078152,4.72901772305694e-07,4.61923296596028
"T+490",0.000273315645074106,4.45431964811762e-07,4.64512583324258
"T+491",0.000762447768031463,4.32121965502001e-07,4.67173480592026
"T+492",-6.23602094219199e-05,4.62804623737156e-07,4.69949224413634
"T+493",0.00130265388647825,5.78244778596132e-07,4.72860569189709
"T+494",-8.23217682274925e-05,8.22157982319579e-07,4.75873633762616
"T+495",0.000987074636018486,9.65277171914222e-07,4.7892027926351
"T+496",2.86526470081549e-05,1.21249556434405e-06,4.82061627087636
"T+497",0.000272476458903236,1.03799076186596e-06,4.85047365780547
"T+498",0.000276845112414677,9.04227983416882e-07,4.88084729095246
"T+499",0.000178782111885474,8.0761337301894e-07,4.91182562094462
"T+500",0.000245744139426115,7.19557277170798e-07,4.94313281784652
"T+501",0.000580654493130282,6.56851616864712e-07,4.97504968573397
"T+502",-0.000160291305669783,7.07189144430558e-07,5.00906718339982
