"","SYMBOL","DATE","TIME","PRICE","SIZE","G127","CORR","COND","EX"
"3","AA",20070504,"9:30:12",35.15,500,0,0,"E","N"
"4","AA",20070504,"9:30:12",35.15,1100,0,0,"E","N"
"9","AA",20070504,"9:30:13",35.1,100,0,0,"E","P"
"10","AA",20070504,"9:30:13",35.14,100,0,0,"E","N"
"11","AA",20070504,"9:30:13",35.15,400,0,0,"E","N"
"12","AA",20070504,"9:30:13",35.1,100,0,0,"E","N"
"13","AA",20070504,"9:30:14",35.07,100,0,0,"E","P"
"14","AA",20070504,"9:30:14",35.06,300,0,0,"E","N"
"15","AA",20070504,"9:30:14",35.06,100,0,0,"E","N"
"16","AA",20070504,"9:30:15",35.07,100,0,0,"E","P"
"17","AA",20070504,"9:30:15",35.08,100,0,0,"E","N"
"18","AA",20070504,"9:30:15",35.09,300,0,0,"E","N"
"19","AA",20070504,"9:30:15",35.1,100,0,0,"E","N"
"20","AA",20070504,"9:30:16",35.1,100,0,0,"E","N"
"21","AA",20070504,"9:30:16",35.1,200,0,0,"E","N"
"22","AA",20070504,"9:30:16",35.1,200,0,0,"E","N"
"23","AA",20070504,"9:30:16",35.09,100,0,0,"E","N"
"28","AA",20070504,"9:30:16",35.09,200,0,0,"E","N"
"29","AA",20070504,"9:30:16",35.09,100,0,0,"E","N"
"30","AA",20070504,"9:30:17",35.09,300,0,0,"E","N"
"31","AA",20070504,"9:30:17",35.09,100,0,0,"E","N"
"32","AA",20070504,"9:30:17",35.09,100,0,0,"E","N"
"33","AA",20070504,"9:30:17",35.09,200,0,0,"E","N"
"34","AA",20070504,"9:30:17",35.09,100,0,0,"E","N"
"35","AA",20070504,"9:30:17",35.09,100,0,0,"E","N"
"36","AA",20070504,"9:30:17",35.08,100,0,0,"E","P"
"37","AA",20070504,"9:30:17",35.09,100,0,0,"E","N"
"38","AA",20070504,"9:30:18",35.08,100,0,0,"F","N"
"39","AA",20070504,"9:30:19",35.12,300,0,0,"E","N"
"41","AA",20070504,"9:30:19",35.12,100,0,0,"E","N"
"42","AA",20070504,"9:30:20",35.13,200,0,0,"E","N"
"44","AA",20070504,"9:30:22",35.14,300,0,0,"E","N"
"45","AA",20070504,"9:30:22",35.14,100,0,0,"E","P"
"46","AA",20070504,"9:30:22",35.14,100,0,0,"E","P"
"47","AA",20070504,"9:30:22",35.14,100,0,0,"E","P"
"48","AA",20070504,"9:30:23",35.14,100,0,0,"E","P"
"53","AA",20070504,"9:30:23",35.14,100,0,0,"F","N"
"55","AA",20070504,"9:30:23",35.13,100,0,0,"E","N"
"56","AA",20070504,"9:30:23",35.12,100,0,0,"E","N"
"57","AA",20070504,"9:30:24",35.1,100,0,0,"E","N"
"58","AA",20070504,"9:30:24",35.09,200,0,0,"E","N"
"62","AA",20070504,"9:30:24",35.09,100,0,0,"E","N"
"63","AA",20070504,"9:30:24",35.09,200,0,0,"E","N"
"66","AA",20070504,"9:30:24",35.08,100,0,0,"E","N"
"67","AA",20070504,"9:30:25",35.08,100,0,0,"E","N"
"68","AA",20070504,"9:30:25",35.07,900,0,0,"E","N"
"69","AA",20070504,"9:30:26",35.08,400,0,0,"E","N"
"73","AA",20070504,"9:30:32",35.07,600,0,0,"E","N"
"74","AA",20070504,"9:30:34",35.09,200,0,0,"E","N"
"77","AA",20070504,"9:30:34",35.09,100,0,0,"E","P"
"80","AA",20070504,"9:30:34",35.09,100,0,0,"E","N"
"81","AA",20070504,"9:30:34",35.09,100,0,0,"E","N"
"90","AA",20070504,"9:30:34",35.09,200,0,0,"F","N"
"91","AA",20070504,"9:30:35",35.09,100,0,0,"F","N"
"92","AA",20070504,"9:30:36",35.09,100,0,0,"E","N"
"94","AA",20070504,"9:30:41",35.09,100,0,0,"E","N"
"95","AA",20070504,"9:30:44",35.07,1100,0,0,"F","N"
"96","AA",20070504,"9:30:45",35.07,100,0,0,"E","N"
"97","AA",20070504,"9:30:45",35.07,100,0,0,"E","N"
"98","AA",20070504,"9:30:47",35.08,100,0,0,"E","N"
"99","AA",20070504,"9:30:47",35.08,100,0,0,"E","N"
"102","AA",20070504,"9:30:49",35.08,300,0,0,"E","N"
"103","AA",20070504,"9:30:49",35.08,100,0,0,"E","N"
"104","AA",20070504,"9:30:49",35.08,100,0,0,"E","N"
"105","AA",20070504,"9:30:49",35.09,300,0,0,"E","N"
"106","AA",20070504,"9:30:49",35.08,100,0,0,"E","N"
"107","AA",20070504,"9:30:51",35.08,100,0,0,"E","N"
"108","AA",20070504,"9:30:51",35.08,100,0,0,"E","N"
"109","AA",20070504,"9:30:53",35.08,200,0,0,"E","N"
"111","AA",20070504,"9:30:54",35.08,200,0,0,"E","N"
"112","AA",20070504,"9:30:56",35.08,100,0,0,"E","N"
"113","AA",20070504,"9:30:56",35.08,100,0,0,"E","N"
"114","AA",20070504,"9:30:57",35.1,100,0,0,"E","N"
"116","AA",20070504,"9:31:01",35.11,100,0,0,"E","P"
"117","AA",20070504,"9:31:02",35.11,100,0,0,"E","N"
"118","AA",20070504,"9:31:02",35.12,300,0,0,"E","N"
"122","AA",20070504,"9:31:03",35.13,400,0,0,"E","N"
"125","AA",20070504,"9:31:03",35.12,100,0,0,"E","P"
"126","AA",20070504,"9:31:03",35.12,100,0,0,"E","P"
"127","AA",20070504,"9:31:07",35.13,500,0,0,"E","N"
"134","AA",20070504,"9:31:11",35.13,100,0,0,"E","P"
"136","AA",20070504,"9:31:11",35.13,200,0,0,"E","N"
"137","AA",20070504,"9:31:12",35.12,200,0,0,"E","N"
"138","AA",20070504,"9:31:12",35.14,1200,0,0,"E","N"
"139","AA",20070504,"9:31:12",35.12,100,0,0,"E","P"
"140","AA",20070504,"9:31:12",35.12,100,0,0,"E","P"
"143","AA",20070504,"9:31:12",35.12,200,0,0,"E","N"
"144","AA",20070504,"9:31:12",35.12,100,0,0,"E","N"
"145","AA",20070504,"9:31:12",35.12,100,0,0,"E","N"
"146","AA",20070504,"9:31:13",35.12,200,0,0,"F","N"
"149","AA",20070504,"9:31:13",35.12,100,0,0,"E","P"
"150","AA",20070504,"9:31:13",35.12,100,0,0,"E","P"
"152","AA",20070504,"9:31:17",35.14,100,0,0,"E","N"
"153","AA",20070504,"9:31:17",35.14,100,0,0,"E","N"
"154","AA",20070504,"9:31:18",35.14,1000,0,0,"F","N"
"155","AA",20070504,"9:31:19",35.14,500,0,0,"E","N"
"156","AA",20070504,"9:31:19",35.14,100,0,0,"E","N"
"157","AA",20070504,"9:31:19",35.14,100,0,0,"E","N"
"158","AA",20070504,"9:31:22",35.14,100,0,0,"E","N"
"159","AA",20070504,"9:31:22",35.14,100,0,0,"E","N"
"160","AA",20070504,"9:31:24",35.14,100,0,0,"E","N"
"161","AA",20070504,"9:31:24",35.14,100,0,0,"E","N"
"162","AA",20070504,"9:31:24",35.14,100,0,0,"E","N"
"163","AA",20070504,"9:31:24",35.13,400,0,0,"E","N"
"164","AA",20070504,"9:31:24",35.12,100,0,0,"E","N"
"167","AA",20070504,"9:31:24",35.13,100,0,0,"E","P"
"168","AA",20070504,"9:31:24",35.13,100,0,0,"E","P"
"169","AA",20070504,"9:31:24",35.13,100,0,0,"E","P"
"176","AA",20070504,"9:31:25",35.14,100,0,0,"E","N"
"177","AA",20070504,"9:31:26",35.12,500,0,0,"E","N"
"178","AA",20070504,"9:31:27",35.13,100,0,0,"E","N"
"179","AA",20070504,"9:31:28",35.12,900,0,0,"E","N"
"180","AA",20070504,"9:31:28",35.12,900,0,0,"E","N"
"181","AA",20070504,"9:31:31",35.12,1800,0,0,"F","N"
"182","AA",20070504,"9:31:32",35.12,1300,0,0,"E","N"
"183","AA",20070504,"9:31:32",35.12,100,0,0,"E","N"
"184","AA",20070504,"9:31:32",35.12,100,0,0,"E","N"
"185","AA",20070504,"9:31:33",35.12,200,0,0,"E","N"
"187","AA",20070504,"9:31:33",35.13,200,0,0,"E","N"
"188","AA",20070504,"9:31:33",35.14,100,0,0,"E","N"
"191","AA",20070504,"9:31:33",35.13,100,0,0,"E","P"
"192","AA",20070504,"9:31:33",35.13,100,0,0,"E","P"
"195","AA",20070504,"9:31:33",35.12,500,0,0,"E","N"
"196","AA",20070504,"9:31:34",35.12,300,0,0,"E","N"
"197","AA",20070504,"9:31:34",35.13,100,0,0,"E","P"
"198","AA",20070504,"9:31:34",35.13,100,0,0,"E","P"
"205","AA",20070504,"9:31:46",35.09,100,0,0,"E","P"
"206","AA",20070504,"9:31:46",35.09,100,0,0,"E","P"
"207","AA",20070504,"9:31:50",35.08,200,0,0,"E","N"
"208","AA",20070504,"9:31:57",35.09,800,0,0,"E","N"
"209","AA",20070504,"9:31:57",35.09,100,0,0,"E","N"
"210","AA",20070504,"9:31:57",35.09,100,0,0,"E","N"
"211","AA",20070504,"9:31:57",35.09,100,0,0,"E","N"
"212","AA",20070504,"9:31:58",35.09,100,0,0,"E","N"
"213","AA",20070504,"9:31:58",35.1,100,0,0,"E","N"
"214","AA",20070504,"9:31:59",35.11,100,0,0,"E","N"
"215","AA",20070504,"9:31:59",35.11,100,0,0,"E","N"
"218","AA",20070504,"9:32:00",35.12,100,0,0,"F","N"
"219","AA",20070504,"9:32:01",35.13,1000,0,0,"E","N"
"220","AA",20070504,"9:32:03",35.13,300,0,0,"E","N"
"221","AA",20070504,"9:32:06",35.13,800,0,0,"E","N"
"222","AA",20070504,"9:32:07",35.13,100,0,0,"F","N"
"223","AA",20070504,"9:32:07",35.13,300,0,0,"E","N"
"224","AA",20070504,"9:32:08",35.13,100,0,0,"E","N"
"225","AA",20070504,"9:32:08",35.13,100,0,0,"E","N"
"227","AA",20070504,"9:32:09",35.14,300,0,0,"E","N"
"230","AA",20070504,"9:32:11",35.14,100,0,0,"F","P"
"231","AA",20070504,"9:32:12",35.15,100,0,0,"E","N"
"232","AA",20070504,"9:32:12",35.15,200,0,0,"E","N"
"233","AA",20070504,"9:32:14",35.14,100,0,0,"E","P"
"234","AA",20070504,"9:32:14",35.14,100,0,0,"E","P"
"235","AA",20070504,"9:32:14",35.14,100,0,0,"E","P"
"236","AA",20070504,"9:32:15",35.14,600,0,0,"E","N"
"240","AA",20070504,"9:32:16",35.14,100,0,0,"E","N"
"242","AA",20070504,"9:32:16",35.14,200,0,0,"E","N"
"243","AA",20070504,"9:32:16",35.14,300,0,0,"E","N"
"244","AA",20070504,"9:32:17",35.14,100,0,0,"F","N"
"248","AA",20070504,"9:32:21",35.14,200,0,0,"E","N"
"252","AA",20070504,"9:32:23",35.14,500,0,0,"E","N"
"253","AA",20070504,"9:32:25",35.14,500,0,0,"E","N"
"254","AA",20070504,"9:32:29",35.14,600,0,0,"E","N"
"255","AA",20070504,"9:32:32",35.14,600,0,0,"E","N"
"256","AA",20070504,"9:32:33",35.14,100,0,0,"E","N"
"257","AA",20070504,"9:32:33",35.14,400,0,0,"E","N"
"258","AA",20070504,"9:32:34",35.15,100,0,0,"E","N"
"259","AA",20070504,"9:32:34",35.15,100,0,0,"E","N"
"260","AA",20070504,"9:32:34",35.15,100,0,0,"E","N"
"261","AA",20070504,"9:32:34",35.15,100,0,0,"E","N"
"262","AA",20070504,"9:32:35",35.16,100,0,0,"F","N"
"263","AA",20070504,"9:32:36",35.16,100,0,0,"E","N"
"266","AA",20070504,"9:32:36",35.16,100,0,0,"E","N"
"267","AA",20070504,"9:32:37",35.16,100,0,0,"E","N"
"268","AA",20070504,"9:32:38",35.15,100,0,0,"E","N"
"269","AA",20070504,"9:32:41",35.15,200,0,0,"E","N"
"270","AA",20070504,"9:32:41",35.14,1500,0,0,"F","N"
"271","AA",20070504,"9:32:41",35.15,100,0,0,"E","N"
"272","AA",20070504,"9:32:41",35.14,100,0,0,"F","C"
"273","AA",20070504,"9:32:41",35.14,100,0,0,"F","C"
"274","AA",20070504,"9:32:41",35.14,100,0,0,"F","C"
"275","AA",20070504,"9:32:44",35.15,2000,0,0,"E","N"
"276","AA",20070504,"9:32:46",35.15,100,0,0,"E","N"
"277","AA",20070504,"9:32:46",35.15,100,0,0,"E","N"
"278","AA",20070504,"9:32:52",35.14,1000,0,0,"E","N"
"280","AA",20070504,"9:33:00",35.14,200,0,0,"E","N"
"281","AA",20070504,"9:33:00",35.14,100,0,0,"E","N"
"282","AA",20070504,"9:33:00",35.14,100,0,0,"E","N"
"283","AA",20070504,"9:33:01",35.14,1100,0,0,"E","N"
"284","AA",20070504,"9:33:01",35.14,1000,0,0,"E","N"
"285","AA",20070504,"9:33:02",35.14,100,0,0,"E","N"
"288","AA",20070504,"9:33:04",35.12,300,0,0,"E","N"
"289","AA",20070504,"9:33:07",35.11,100,0,0,"E","N"
"290","AA",20070504,"9:33:07",35.1,400,0,0,"E","N"
"291","AA",20070504,"9:33:10",35.1,100,0,0,"E","P"
"292","AA",20070504,"9:33:10",35.1,100,0,0,"E","P"
"293","AA",20070504,"9:33:10",35.1,100,0,0,"E","P"
"296","AA",20070504,"9:33:13",35.11,800,0,0,"E","N"
"297","AA",20070504,"9:33:13",35.12,1800,0,0,"E","N"
"298","AA",20070504,"9:33:13",35.13,300,0,0,"E","N"
"299","AA",20070504,"9:33:13",35.14,1300,0,0,"E","N"
"300","AA",20070504,"9:33:13",35.14,200,0,0,"E","N"
"301","AA",20070504,"9:33:13",35.11,100,0,0,"E","N"
"302","AA",20070504,"9:33:13",35.11,100,0,0,"E","N"
"303","AA",20070504,"9:33:14",35.11,700,0,0,"E","N"
"304","AA",20070504,"9:33:14",35.11,100,0,0,"E","N"
"305","AA",20070504,"9:33:14",35.11,400,0,0,"E","N"
"306","AA",20070504,"9:33:14",35.14,100,0,0,"E","P"
"307","AA",20070504,"9:33:14",35.14,100,0,0,"E","P"
"308","AA",20070504,"9:33:14",35.12,100,0,0,"E","P"
"309","AA",20070504,"9:33:14",35.12,100,0,0,"E","P"
"314","AA",20070504,"9:33:14",35.11,500,0,0,"E","N"
"316","AA",20070504,"9:33:14",35.11,200,0,0,"E","N"
"318","AA",20070504,"9:33:14",35.11,100,0,0,"E","N"
"319","AA",20070504,"9:33:14",35.11,200,0,0,"E","N"
"320","AA",20070504,"9:33:14",35.11,1100,0,0,"E","N"
"321","AA",20070504,"9:33:15",35.12,100,0,0,"E","P"
"325","AA",20070504,"9:33:16",35.11,100,0,0,"E","N"
"326","AA",20070504,"9:33:16",35.12,100,0,0,"E","N"
"327","AA",20070504,"9:33:16",35.12,100,0,0,"E","N"
"328","AA",20070504,"9:33:16",35.11,100,0,0,"E","P"
"329","AA",20070504,"9:33:16",35.11,100,0,0,"E","P"
"330","AA",20070504,"9:33:16",35.11,100,0,0,"F","C"
"332","AA",20070504,"9:33:17",35.11,100,0,0,"E","N"
"333","AA",20070504,"9:33:17",35.11,100,0,0,"E","P"
"335","AA",20070504,"9:33:18",35.12,300,0,0,"E","N"
"336","AA",20070504,"9:33:18",35.12,100,0,0,"E","N"
"339","AA",20070504,"9:33:19",35.12,100,0,0,"E","P"
"340","AA",20070504,"9:33:19",35.12,100,0,0,"E","N"
"344","AA",20070504,"9:33:21",35.11,100,0,0,"E","P"
"346","AA",20070504,"9:33:21",35.11,600,0,0,"E","N"
"348","AA",20070504,"9:33:22",35.13,100,0,0,"E","P"
"350","AA",20070504,"9:33:22",35.1,400,0,0,"E","N"
"351","AA",20070504,"9:33:23",35.11,100,0,0,"E","N"
"353","AA",20070504,"9:33:23",35.11,400,0,0,"E","N"
"354","AA",20070504,"9:33:23",35.11,700,0,0,"E","N"
"355","AA",20070504,"9:33:23",35.11,300,0,0,"E","N"
"356","AA",20070504,"9:33:23",35.1,500,0,0,"E","N"
"358","AA",20070504,"9:33:25",35.12,300,0,0,"E","N"
"359","AA",20070504,"9:33:25",35.11,100,0,0,"E","P"
"361","AA",20070504,"9:33:27",35.12,300,0,0,"E","N"
"362","AA",20070504,"9:33:27",35.12,300,0,0,"E","N"
"363","AA",20070504,"9:33:29",35.12,600,0,0,"E","N"
"364","AA",20070504,"9:33:30",35.12,100,0,0,"E","N"
"365","AA",20070504,"9:33:30",35.12,100,0,0,"E","P"
"366","AA",20070504,"9:33:30",35.12,100,0,0,"E","N"
"367","AA",20070504,"9:33:30",35.12,200,0,0,"E","N"
"368","AA",20070504,"9:33:30",35.13,600,0,0,"E","N"
"369","AA",20070504,"9:33:30",35.13,100,0,0,"E","P"
"370","AA",20070504,"9:33:31",35.12,200,0,0,"E","N"
"374","AA",20070504,"9:33:31",35.12,200,0,0,"E","N"
"375","AA",20070504,"9:33:32",35.13,200,0,0,"E","N"
"376","AA",20070504,"9:33:33",35.12,100,0,0,"E","N"
"377","AA",20070504,"9:33:33",35.12,100,0,0,"E","N"
"380","AA",20070504,"9:33:33",35.12,100,0,0,"E","P"
"383","AA",20070504,"9:33:34",35.11,400,0,0,"E","N"
"384","AA",20070504,"9:33:34",35.1,1400,0,0,"E","N"
"385","AA",20070504,"9:33:34",35.11,100,0,0,"E","P"
"388","AA",20070504,"9:33:34",35.11,100,0,0,"E","N"
"389","AA",20070504,"9:33:34",35.1,200,0,0,"E","N"
"390","AA",20070504,"9:33:39",35.11,100,0,0,"E","N"
"393","AA",20070504,"9:33:40",35.11,700,0,0,"E","N"
"394","AA",20070504,"9:33:43",35.1,2000,0,0,"E","N"
"395","AA",20070504,"9:33:43",35.11,100,0,0,"E","P"
"396","AA",20070504,"9:33:45",35.1,1000,0,0,"E","N"
"399","AA",20070504,"9:33:45",35.11,100,0,0,"E","P"
"400","AA",20070504,"9:33:53",35.1,100,0,0,"F","C"
"402","AA",20070504,"9:33:53",35.1,1700,0,0,"F","N"
"403","AA",20070504,"9:33:53",35.1,700,0,0,"E","N"
"404","AA",20070504,"9:33:54",35.1,100,0,0,"E","N"
"405","AA",20070504,"9:33:54",35.1,100,0,0,"E","N"
"406","AA",20070504,"9:33:54",35.1,1300,0,0,"E","N"
"407","AA",20070504,"9:33:54",35.1,100,0,0,"E","N"
"408","AA",20070504,"9:33:55",35.1,100,0,0,"E","N"
"410","AA",20070504,"9:33:55",35.11,200,0,0,"E","N"
"414","AA",20070504,"9:33:56",35.08,1000,0,0,"E","N"
"416","AA",20070504,"9:33:57",35.08,100,0,0,"E","N"
"417","AA",20070504,"9:33:58",35.07,100,0,0,"E","N"
"418","AA",20070504,"9:33:58",35.07,100,0,0,"E","N"
"419","AA",20070504,"9:33:58",35.07,100,0,0,"E","N"
"420","AA",20070504,"9:34:00",35.07,100,0,0,"E","N"
"421","AA",20070504,"9:34:00",35.07,100,0,0,"E","N"
"422","AA",20070504,"9:34:00",35.07,100,0,0,"E","N"
"423","AA",20070504,"9:34:02",35.07,100,0,0,"E","N"
"424","AA",20070504,"9:34:02",35.07,100,0,0,"E","N"
"425","AA",20070504,"9:34:02",35.07,1500,0,0,"E","N"
"426","AA",20070504,"9:34:02",35.07,100,0,0,"E","N"
"427","AA",20070504,"9:34:03",35.07,100,0,0,"E","N"
"428","AA",20070504,"9:34:03",35.07,100,0,0,"E","N"
"429","AA",20070504,"9:34:03",35.07,300,0,0,"E","N"
"430","AA",20070504,"9:34:03",35.07,100,0,0,"E","N"
"431","AA",20070504,"9:34:04",35.06,100,0,0,"E","N"
"436","AA",20070504,"9:34:04",35.06,100,0,0,"E","P"
"437","AA",20070504,"9:34:05",35.05,100,0,0,"E","P"
"439","AA",20070504,"9:34:06",35.05,1900,0,0,"F","N"
"443","AA",20070504,"9:34:07",35.06,1500,0,0,"F","N"
"444","AA",20070504,"9:34:07",35.05,100,0,0,"E","N"
"445","AA",20070504,"9:34:07",35.05,100,0,0,"E","N"
"446","AA",20070504,"9:34:07",35.05,100,0,0,"E","N"
"447","AA",20070504,"9:34:08",35.05,100,0,0,"E","N"
"448","AA",20070504,"9:34:08",35.05,900,0,0,"E","N"
"449","AA",20070504,"9:34:09",35.06,100,0,0,"E","N"
"450","AA",20070504,"9:34:09",35.06,100,0,0,"E","N"
"452","AA",20070504,"9:34:09",35.06,2200,0,0,"E","N"
"453","AA",20070504,"9:34:09",35.07,700,0,0,"E","N"
"454","AA",20070504,"9:34:09",35.08,2100,0,0,"E","N"
"455","AA",20070504,"9:34:09",35.09,500,0,0,"E","N"
"456","AA",20070504,"9:34:09",35.1,500,0,0,"E","N"
"457","AA",20070504,"9:34:09",35.1,100,0,0,"E","N"
"458","AA",20070504,"9:34:10",35.1,100,0,0,"E","N"
"466","AA",20070504,"9:34:10",35.1,100,0,0,"E","N"
"467","AA",20070504,"9:34:10",35.07,100,0,0,"F","P"
"468","AA",20070504,"9:34:10",35.07,100,0,0,"F","P"
"469","AA",20070504,"9:34:10",35.11,100,0,0,"E","P"
"473","AA",20070504,"9:34:10",35.1,500,0,0,"E","N"
"474","AA",20070504,"9:34:10",35.1,100,0,0,"E","N"
"476","AA",20070504,"9:34:10",35.1,1000,0,0,"E","N"
"478","AA",20070504,"9:34:11",35.1,100,0,0,"E","N"
"479","AA",20070504,"9:34:11",35.1,1000,0,0,"E","N"
"494","AA",20070504,"9:34:11",35.1,500,0,0,"E","N"
"495","AA",20070504,"9:34:11",35.1,200,0,0,"E","N"
"496","AA",20070504,"9:34:11",35.1,100,0,0,"E","N"
"497","AA",20070504,"9:34:11",35.1,1000,0,0,"E","N"
"499","AA",20070504,"9:34:11",35.1,200,0,0,"E","N"
"500","AA",20070504,"9:34:11",35.1,100,0,0,"E","N"
"502","AA",20070504,"9:34:11",35.12,100,0,0,"E","P"
"503","AA",20070504,"9:34:11",35.12,100,0,0,"E","N"
"504","AA",20070504,"9:34:11",35.12,100,0,0,"E","P"
"505","AA",20070504,"9:34:11",35.12,100,0,0,"E","P"
"506","AA",20070504,"9:34:11",35.12,100,0,0,"E","P"
"507","AA",20070504,"9:34:11",35.12,100,0,0,"E","P"
"508","AA",20070504,"9:34:11",35.12,100,0,0,"E","P"
"512","AA",20070504,"9:34:11",35.12,100,0,0,"E","N"
"513","AA",20070504,"9:34:11",35.12,100,0,0,"E","N"
"515","AA",20070504,"9:34:12",35.12,200,0,0,"F","N"
"516","AA",20070504,"9:34:12",35.13,100,0,0,"E","N"
"517","AA",20070504,"9:34:12",35.13,200,0,0,"E","N"
"518","AA",20070504,"9:34:12",35.12,400,0,0,"E","N"
"519","AA",20070504,"9:34:12",35.11,200,0,0,"E","N"
"523","AA",20070504,"9:34:12",35.14,300,0,0,"E","N"
"524","AA",20070504,"9:34:13",35.14,100,0,0,"E","P"
"525","AA",20070504,"9:34:13",35.14,100,0,0,"E","P"
"527","AA",20070504,"9:34:13",35.13,100,0,0,"E","P"
"528","AA",20070504,"9:34:13",35.13,100,0,0,"E","P"
"529","AA",20070504,"9:34:13",35.14,100,0,0,"E","N"
"530","AA",20070504,"9:34:13",35.15,100,0,0,"E","N"
"531","AA",20070504,"9:34:16",35.14,100,0,0,"E","P"
"532","AA",20070504,"9:34:17",35.15,400,0,0,"E","N"
"533","AA",20070504,"9:34:18",35.14,900,0,0,"E","N"
"534","AA",20070504,"9:34:22",35.13,100,0,0,"E","N"
"535","AA",20070504,"9:34:22",35.14,100,0,0,"E","N"
"537","AA",20070504,"9:34:22",35.14,100,0,0,"E","N"
"538","AA",20070504,"9:34:24",35.15,300,0,0,"F","N"
"539","AA",20070504,"9:34:24",35.15,1000,0,0,"E","N"
"540","AA",20070504,"9:34:24",35.15,100,0,0,"F","N"
"543","AA",20070504,"9:34:24",35.14,100,0,0,"E","P"
"545","AA",20070504,"9:34:25",35.14,200,0,0,"F","N"
"546","AA",20070504,"9:34:25",35.15,100,0,0,"E","P"
"547","AA",20070504,"9:34:26",35.14,100,0,0,"E","P"
"550","AA",20070504,"9:34:29",35.12,100,0,0,"E","P"
"559","AA",20070504,"9:34:36",35.11,100,0,0,"F","N"
"560","AA",20070504,"9:34:37",35.13,200,0,0,"E","N"
"561","AA",20070504,"9:34:37",35.14,100,0,0,"E","N"
"562","AA",20070504,"9:34:38",35.13,100,0,0,"E","N"
"565","AA",20070504,"9:34:38",35.13,100,0,0,"E","N"
"570","AA",20070504,"9:34:38",35.13,100,0,0,"E","P"
"572","AA",20070504,"9:34:38",35.15,100,0,0,"E","P"
"573","AA",20070504,"9:34:39",35.13,100,0,0,"E","N"
"574","AA",20070504,"9:34:39",35.12,100,0,0,"E","P"
"576","AA",20070504,"9:34:39",35.13,100,0,0,"E","N"
"577","AA",20070504,"9:34:39",35.12,100,0,0,"E","N"
"578","AA",20070504,"9:34:39",35.13,100,0,0,"E","N"
"579","AA",20070504,"9:34:39",35.14,100,0,0,"E","N"
"580","AA",20070504,"9:34:40",35.12,100,0,0,"E","N"
"581","AA",20070504,"9:34:40",35.12,100,0,0,"E","N"
"587","AA",20070504,"9:34:40",35.12,100,0,0,"E","P"
"589","AA",20070504,"9:34:47",35.11,700,0,0,"F","N"
"592","AA",20070504,"9:34:47",35.11,100,0,0,"E","P"
"593","AA",20070504,"9:34:47",35.11,100,0,0,"E","P"
"594","AA",20070504,"9:34:48",35.11,200,0,0,"F","N"
"595","AA",20070504,"9:34:48",35.11,200,0,0,"E","N"
"596","AA",20070504,"9:34:49",35.11,200,0,0,"E","N"
"597","AA",20070504,"9:34:49",35.11,400,0,0,"E","N"
"599","AA",20070504,"9:34:49",35.11,700,0,0,"E","N"
"600","AA",20070504,"9:34:50",35.11,1000,0,0,"E","N"
"601","AA",20070504,"9:34:50",35.11,2300,0,0,"F","N"
"602","AA",20070504,"9:34:53",35.11,100,0,0,"E","N"
"606","AA",20070504,"9:34:53",35.11,100,0,0,"E","P"
"607","AA",20070504,"9:34:53",35.11,200,0,0,"E","P"
"608","AA",20070504,"9:34:55",35.11,1000,0,0,"E","N"
"609","AA",20070504,"9:34:55",35.11,500,0,0,"E","N"
"610","AA",20070504,"9:34:56",35.11,200,0,0,"F","D"
"611","AA",20070504,"9:34:57",35.1,400,0,0,"E","N"
"612","AA",20070504,"9:34:57",35.1,700,0,0,"E","N"
"613","AA",20070504,"9:34:57",35.1,700,0,0,"E","N"
"614","AA",20070504,"9:34:58",35.1,300,0,0,"E","N"
"615","AA",20070504,"9:35:00",35.11,600,0,0,"E","N"
"616","AA",20070504,"9:35:01",35.1,800,0,0,"E","N"
"617","AA",20070504,"9:35:01",35.1,1000,0,0,"E","N"
"618","AA",20070504,"9:35:03",35.1,1000,0,0,"E","N"
"619","AA",20070504,"9:35:11",35.1,700,0,0,"E","N"
"620","AA",20070504,"9:35:12",35.11,1000,0,0,"E","N"
"621","AA",20070504,"9:35:12",35.1,1100,0,0,"E","N"
"622","AA",20070504,"9:35:12",35.11,600,0,0,"E","N"
"623","AA",20070504,"9:35:12",35.11,200,0,0,"F","N"
"624","AA",20070504,"9:35:12",35.1,900,0,0,"F","N"
"627","AA",20070504,"9:35:13",35.1,1000,0,0,"F","N"
"628","AA",20070504,"9:35:13",35.1,100,0,0,"F","N"
"630","AA",20070504,"9:35:19",35.11,600,0,0,"F","N"
"634","AA",20070504,"9:35:24",35.11,100,0,0,"E","N"
"635","AA",20070504,"9:35:24",35.11,200,0,0,"E","N"
"636","AA",20070504,"9:35:24",35.11,300,0,0,"E","N"
"637","AA",20070504,"9:35:26",35.11,600,0,0,"E","N"
"639","AA",20070504,"9:35:26",35.11,200,0,0,"E","N"
"640","AA",20070504,"9:35:26",35.11,300,0,0,"E","N"
"642","AA",20070504,"9:35:37",35.1,500,0,0,"E","N"
"643","AA",20070504,"9:35:37",35.1,700,0,0,"E","N"
"644","AA",20070504,"9:35:37",35.1,800,0,0,"E","N"
"645","AA",20070504,"9:35:39",35.1,700,0,0,"E","N"
"646","AA",20070504,"9:35:39",35.1,500,0,0,"E","N"
"647","AA",20070504,"9:35:42",35.1,200,0,0,"E","P"
"648","AA",20070504,"9:35:43",35.1,400,0,0,"E","N"
"649","AA",20070504,"9:35:43",35.1,200,0,0,"E","N"
